eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss,train/value_loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss
50.0,1000,0.0,,,,,,,,,,,,,,,
50.0,2000,0.0,,,,,,,,,,,,,,,
,2048,,20,50.0,1,0.0925,102,,,,,,,,,,
50.0,3000,0.0,,,,,,10,-0.055566590279340744,0.03699853120779153,-0.12115788459777832,0.0003,0.14033203125,0.2,-0.01926429755112622,0.014065632,-5.1540675342082976
50.0,4000,0.0,,,,,,,,,,,,,,,
,4096,,19,50.0,2,0.10246913580246915,205,,,,,,,,,,
50.0,5000,0.0,,,,,,20,0.04540494084358215,0.009911243831447791,-0.058029890060424805,0.0003,0.142236328125,0.2,-0.01925200177647639,0.014836172,-5.136969704926014
50.0,6000,0.0,,,,,,,,,,,,,,,
,6144,,19,50.0,3,0.10899999999999999,308,,,,,,,,,,
50.0,7000,0.10000000149011612,,,,,,30,-0.012524530291557312,0.006352115129266167,-0.7059075832366943,0.0003,0.132568359375,0.2,-0.014127724486752414,0.014730524,-5.1016579672694204
50.0,8000,0.10000000149011612,,,,,,,,,,,,,,,
,8192,,19,50.0,4,0.114,411,,,,,,,,,,
50.0,9000,0.10000000149011612,,,,,,40,-0.01528710313141346,0.0027958883576502556,-0.43695056438446045,0.0003,0.155126953125,0.2,-0.01622622714494355,0.016563848,-5.0670033797621725
50.0,10000,0.10000000149011612,,,,,,,,,,,,,,,
,10240,,19,49.98,5,0.11399999999999999,514,,,,,,,,,,
50.0,11000,0.10000000149011612,,,,,,50,-0.0004963746760040522,0.0019011617921933066,-0.35139167308807373,0.0003,0.175439453125,0.2,-0.01575793842494022,0.014041916,-5.033381019532681
50.0,12000,0.10000000149011612,,,,,,,,,,,,,,,
,12288,,19,50.0,6,0.12899999999999998,617,,,,,,,,,,
50.0,13000,0.10000000149011612,,,,,,60,-0.03668740764260292,0.0013771334979537642,0.41935813426971436,0.0003,0.172021484375,0.2,-0.0179791378279333,0.014320648,-5.002932721376419
50.0,14000,0.10000000149011612,,,,,,,,,,,,,,,
,14336,,19,50.0,7,0.13799999999999998,721,,,,,,,,,,
50.0,15000,0.20000000298023224,,,,,,70,-0.014750247821211815,0.0012274021702978644,0.3698428273200989,0.0003,0.143115234375,0.2,-0.014705486054299399,0.012848074,-4.973831033706665
50.0,16000,0.20000000298023224,,,,,,,,,,,,,,,
