eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/value_loss,train/explained_variance,train/learning_rate,train/kl_divergence_loss,train/is_line_search_success,train/policy_objective
50.0,21000,0.20000000298023224,,,,,,10,0.0018493847630452365,0.3656032681465149,0.001,0.007575869094580412,1.0,0.02656988613307476
50.0,22000,0.20000000298023224,,,,,,,,,,,,
,22528,,20,50.0,11,0.169,1123,,,,,,,
50.0,23000,0.20000000298023224,,,,,,11,0.0011757351199776166,0.5907258093357086,0.001,0.007783806882798672,1.0,0.030661199241876602
50.0,24000,0.20000000298023224,,,,,,,,,,,,
,24576,,20,49.87,12,0.18500000000000003,1226,,,,,,,
50.0,25000,0.30000000447034836,,,,,,12,0.0019857700834108984,0.52012699842453,0.001,0.007890736684203148,1.0,0.029639651998877525
50.0,26000,0.30000000447034836,,,,,,,,,,,,
,26624,,20,49.96,13,0.20900000000000002,1328,,,,,,,
50.0,27000,0.30000000447034836,,,,,,13,0.001946626976132393,0.5609899759292603,0.001,0.007870245724916458,1.0,0.027835655957460403
50.0,28000,0.30000000447034836,,,,,,,,,,,,
,28672,,20,49.97,14,0.23100000000000004,1430,,,,,,,
4.0,29000,0.4000000059604645,,,,,,14,0.002132513377000578,0.5083999633789062,0.001,0.007736325263977051,1.0,0.030549177899956703
4.0,30000,0.4000000059604645,,,,,,,,,,,,
,30720,,20,49.29,15,0.257,1513,,,,,,,
4.0,31000,0.4000000059604645,,,,,,15,0.0027318121268763208,0.46236681938171387,0.001,0.007242970168590546,1.0,0.03040437214076519
4.0,32000,0.4000000059604645,,,,,,,,,,,,
,32768,,20,48.62,16,0.26999999999999996,1596,,,,,,,
4.0,33000,0.4000000059604645,,,,,,16,0.0022763832261261997,0.5138338506221771,0.001,0.007523966953158379,1.0,0.03214408457279205
4.0,34000,0.4000000059604645,,,,,,,,,,,,
,34816,,20,47.59,17,0.29,1679,,,,,,,
4.0,35000,0.4000000059604645,,,,,,17,0.0023745190323097632,0.6727450788021088,0.001,0.00727732852101326,1.0,0.025523506104946136
4.0,36000,0.4000000059604645,,,,,,,,,,,,
,36864,,20,47.28,18,0.2909999999999999,1762,,,,,,,
4.0,37000,0.4000000059604645,,,,,,18,0.00225741956019192,0.6592132747173309,0.001,0.007453237660229206,1.0,0.027923017740249634
4.0,38000,0.4000000059604645,,,,,,,,,,,,
,38912,,21,45.19,19,0.31099999999999994,1844,,,,,,,
4.0,39000,0.4000000059604645,,,,,,19,0.001891028097452363,0.7188559472560883,0.001,0.008222285658121109,1.0,0.03489284589886665
4.0,40000,0.4000000059604645,,,,,,,,,,,,
,40960,,21,42.66,20,0.35,1926,,,,,,,
4.0,41000,0.4000000059604645,,,,,,20,0.0018644603827851825,0.783512681722641,0.001,0.007129105739295483,1.0,0.030485285446047783
4.0,42000,0.4000000059604645,,,,,,,,,,,,
4.0,43000,0.4000000059604645,,,,,,,,,,,,
,43008,,21,37.78,21,0.37199999999999994,2009,,,,,,,
4.0,44000,0.4000000059604645,,,,,,21,0.0011601457077631493,0.8575020730495453,0.001,0.006914458237588406,1.0,0.028659384697675705
4.0,45000,0.4000000059604645,,,,,,,,,,,,
,45056,,21,34.33,22,0.38299999999999995,2090,,,,,,,
4.0,46000,0.4000000059604645,,,,,,22,0.0007198711537057534,0.9137922674417496,0.001,0.006798872724175453,1.0,0.03803018108010292
4.0,47000,0.4000000059604645,,,,,,,,,,,,
,47104,,21,32.99,23,0.39099999999999996,2172,,,,,,,
4.0,48000,0.4000000059604645,,,,,,23,0.0013218343889093375,0.8911399617791176,0.001,0.007506166119128466,1.0,0.030919020995497704
4.0,49000,0.4000000059604645,,,,,,,,,,,,
,49152,,21,27.81,24,0.3939999999999999,2253,,,,,,,
4.0,50000,0.4000000059604645,,,,,,24,0.0009365699530462735,0.9137961268424988,0.001,0.008000114932656288,1.0,0.03248874098062515
4.0,51000,0.4000000059604645,,,,,,,,,,,,
,51200,,21,25.21,25,0.3999999999999999,2333,,,,,,,
4.0,52000,0.4000000059604645,,,,,,25,0.00024755924687269726,0.9701649621129036,0.001,0.007580761797726154,1.0,0.043680667877197266
4.0,53000,0.4000000059604645,,,,,,,,,,,,
,53248,,22,24.01,26,0.40099999999999997,2413,,,,,,,
4.0,54000,0.4000000059604645,,,,,,26,0.00046789296511633437,0.9565528258681297,0.001,0.008884272538125515,1.0,0.03507068008184433
4.0,55000,0.4000000059604645,,,,,,,,,,,,
,55296,,22,20.99,27,0.40099999999999997,2493,,,,,,,
4.0,56000,0.4000000059604645,,,,,,27,0.0005669865124218632,0.9483751505613327,0.001,0.008798056282103062,1.0,0.031561173498630524
4.0,57000,0.4000000059604645,,,,,,,,,,,,
,57344,,22,17.1,28,0.40099999999999997,2572,,,,,,,
4.0,58000,0.4000000059604645,,,,,,28,0.00010756619940366363,0.982527757063508,0.001,0.006984974257647991,1.0,0.03981797769665718
4.0,59000,0.4000000059604645,,,,,,,,,,,,
,59392,,22,15.81,29,0.40299999999999997,2651,,,,,,,
4.0,60000,0.4000000059604645,,,,,,29,0.0002089140810767276,0.981768574565649,0.001,0.008204835467040539,1.0,0.039773277938365936
4.0,61000,0.4000000059604645,,,,,,,,,,,,
,61440,,22,13.02,30,0.4019999999999999,2729,,,,,,,
4.0,62000,0.4000000059604645,,,,,,30,0.00041555670347861453,0.9622447490692139,0.001,0.008686088025569916,1.0,0.024986810982227325
4.0,63000,0.4000000059604645,,,,,,,,,,,,
,63488,,22,11.81,31,0.40299999999999997,2806,,,,,,,
4.0,64000,0.4000000059604645,,,,,,31,0.0005642582521318218,0.9545853398740292,0.001,0.00873392540961504,1.0,0.025979213416576385
4.0,65000,0.4000000059604645,,,,,,,,,,,,
,65536,,22,11.16,32,0.40299999999999997,2883,,,,,,,
4.0,66000,0.4000000059604645,,,,,,32,0.0005952640113491725,0.9538515135645866,0.001,0.008098164573311806,1.0,0.02005068212747574
4.0,67000,0.4000000059604645,,,,,,,,,,,,
,67584,,22,11.51,33,0.40299999999999997,2960,,,,,,,
4.0,68000,0.4000000059604645,,,,,,33,0.00021419043599735232,0.9817747492343187,0.001,0.007526187226176262,1.0,0.02783907763659954
4.0,69000,0.4000000059604645,,,,,,,,,,,,
,69632,,22,9.07,34,0.40299999999999997,3036,,,,,,,
4.0,70000,0.4000000059604645,,,,,,34,0.00042357734101869935,0.9647015929222107,0.001,0.007510828785598278,1.0,0.02431184984743595
4.0,71000,0.4000000059604645,,,,,,,,,,,,
,71680,,23,9.12,35,0.40099999999999997,3111,,,,,,,
4.0,72000,0.4000000059604645,,,,,,35,0.000321872509351806,0.9635675698518753,0.001,0.007420169655233622,1.0,0.028455954045057297
4.0,73000,0.4000000059604645,,,,,,,,,,,,
,73728,,23,8.87,36,0.40299999999999997,3186,,,,,,,
4.0,74000,0.4000000059604645,,,,,,36,0.00034614573929161454,0.9740183781832457,0.001,0.008324205875396729,1.0,0.01864178478717804
4.0,75000,0.4000000059604645,,,,,,,,,,,,
,75776,,23,8.0,37,0.3999999999999999,3260,,,,,,,
4.0,76000,0.4000000059604645,,,,,,37,0.00027514795059460086,0.9807536620646715,0.001,0.008503838442265987,1.0,0.0322515144944191
4.0,77000,0.4000000059604645,,,,,,,,,,,,
,77824,,23,7.7,38,0.3999999999999999,3334,,,,,,,
4.0,78000,0.4000000059604645,,,,,,38,2.2069787914347216e-05,0.9956133849918842,0.001,0.007619253825396299,1.0,0.036034345626831055
4.0,79000,0.4000000059604645,,,,,,,,,,,,
,79872,,23,7.69,39,0.3999999999999999,3408,,,,,,,
4.0,80000,0.4000000059604645,,,,,,39,0.00039138465319865645,0.9731053858995438,0.001,0.00831935741007328,1.0,0.0283249132335186
4.0,81000,0.4000000059604645,,,,,,,,,,,,
,81920,,23,7.06,40,0.3999999999999999,3480,,,,,,,
4.0,82000,0.4000000059604645,,,,,,40,0.00020360138268529226,0.9818999227136374,0.001,0.008820965886116028,1.0,0.025111591443419456
4.0,83000,0.4000000059604645,,,,,,,,,,,,
,83968,,23,6.44,41,0.3999999999999999,3552,,,,,,,
4.0,84000,0.4000000059604645,,,,,,41,0.0003303806422763955,0.9774039853364229,0.001,0.008231176063418388,1.0,0.027024269104003906
4.0,85000,0.4000000059604645,,,,,,,,,,,,
4.0,86000,0.4000000059604645,,,,,,,,,,,,
,86016,,23,6.31,42,0.40199999999999997,3625,,,,,,,
4.0,87000,0.4000000059604645,,,,,,42,0.00019332146966917209,0.9844130426645279,0.001,0.009117765352129936,1.0,0.026600733399391174
4.0,88000,0.4000000059604645,,,,,,,,,,,,
,88064,,23,6.01,43,0.40299999999999997,3697,,,,,,,
4.0,89000,0.4000000059604645,,,,,,43,0.0005289049914381394,0.9618543647229671,0.001,0.009859762154519558,1.0,0.03140663355588913
4.0,90000,0.4000000059604645,,,,,,,,,,,,
,90112,,23,6.58,44,0.3999999999999999,3769,,,,,,,
4.0,91000,0.4000000059604645,,,,,,44,0.0002411296465538726,0.9794007632881403,0.001,0.006558588705956936,1.0,0.02291901409626007
4.0,92000,0.4000000059604645,,,,,,,,,,,,
,92160,,23,6.73,45,0.40299999999999997,3841,,,,,,,
4.0,93000,0.4000000059604645,,,,,,45,0.0004211673871282073,0.9684304408729076,0.001,0.00938206072896719,1.0,0.020045462995767593
4.0,94000,0.4000000059604645,,,,,,,,,,,,
,94208,,24,6.33,46,0.3999999999999999,3913,,,,,,,
4.0,95000,0.4000000059604645,,,,,,46,0.00023621989529942766,0.9830638486891985,0.001,0.005985693074762821,1.0,0.06807219237089157
4.0,96000,0.4000000059604645,,,,,,,,,,,,
,96256,,24,6.18,47,0.40299999999999997,3983,,,,,,,
4.0,97000,0.4000000059604645,,,,,,47,0.0002656770155681443,0.9812270402908325,0.001,0.009329451248049736,1.0,0.018241822719573975
4.0,98000,0.4000000059604645,,,,,,,,,,,,
,98304,,24,6.1,48,0.40299999999999997,4055,,,,,,,
4.0,99000,0.4000000059604645,,,,,,48,0.00025862521628425836,0.9786423314362764,0.001,0.008814037777483463,1.0,0.02604830637574196
4.0,100000,0.4000000059604645,,,,,,,,,,,,
,100352,,24,6.28,49,0.40299999999999997,4125,,,,,,,
