eval/mean_reward,time/total_timesteps,eval/mean_ep_length,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/value_loss,train/clip_range
,38912,,0.32499999999999996,44.55,19,1996,19,,,,,,,,,,
0.20000000298023224,39000,50.0,,,,,,0.8135814815759659,0.013529127,-0.024769636816927232,190,0.0003,0.22724609375,-4.354137210547924,-0.018514415249228477,0.0016029905822506408,0.2
0.20000000298023224,40000,50.0,,,,,,,,,,,,,,,
,40960,,0.34899999999999987,42.3,19,2100,20,,,,,,,,,,
0.20000000298023224,41000,50.0,,,,,,0.8196814060211182,0.014048701,-0.023305233498103917,200,0.0003,0.20244140625,-4.334459155797958,-0.0019034368451684713,0.0014921340958608197,0.2
0.20000000298023224,42000,50.0,,,,,,,,,,,,,,,
0.20000000298023224,43000,50.0,,,,,,,,,,,,,,,
,43008,,0.3629999999999999,38.29,19,2213,21,,,,,,,,,,
0.4000000059604645,44000,4.0,,,,,,0.8794088885188103,0.013509052,-0.019898438002564946,210,0.0003,0.207666015625,-4.295070268213749,-0.011513344012200832,0.0012954061616255786,0.2
0.4000000059604645,45000,4.0,,,,,,,,,,,,,,,
,45056,,0.37599999999999995,37.63,19,2296,22,,,,,,,,,,
0.4000000059604645,46000,4.0,,,,,,0.901642456650734,0.015175116,-0.02057541664398741,220,0.0003,0.218505859375,-4.198800652474165,0.0093959029763937,0.0012146120996476383,0.2
0.4000000059604645,47000,4.0,,,,,,,,,,,,,,,
,47104,,0.3859999999999999,32.49,19,2379,23,,,,,,,,,,
0.4000000059604645,48000,4.0,,,,,,0.9216352254152298,0.018395172,-0.02138533155375626,230,0.0003,0.237939453125,-4.053217402845621,-0.037245362997055054,0.0008594797704972734,0.2
0.4000000059604645,49000,4.0,,,,,,,,,,,,,,,
,49152,,0.39199999999999996,24.58,19,2462,24,,,,,,,,,,
0.4000000059604645,50000,4.0,,,,,,0.9280207753181458,0.017589778,-0.025263301469385623,240,0.0003,0.280517578125,-3.9108700551092626,0.0039199115708470345,0.000790002055146033,0.2
0.4000000059604645,51000,4.0,,,,,,,,,,,,,,,
,51200,,0.3999999999999999,23.8,20,2544,25,,,,,,,,,,
0.4000000059604645,52000,4.0,,,,,,0.8925191462039948,0.01770015,-0.017549905153282454,250,0.0003,0.2181640625,-3.7995777860283853,-0.029797013849020004,0.0011705566389537125,0.2
0.4000000059604645,53000,4.0,,,,,,,,,,,,,,,
,53248,,0.40099999999999997,18.73,20,2625,26,,,,,,,,,,
0.4000000059604645,54000,4.0,,,,,,0.9543727748095989,0.021573849,-0.02768665444891667,260,0.0003,0.29453125,-3.536245134472847,-0.026094093918800354,0.0004891704741567082,0.2
0.4000000059604645,55000,4.0,,,,,,,,,,,,,,,
,55296,,0.4019999999999999,13.9,20,2705,27,,,,,,,,,,
0.4000000059604645,56000,4.0,,,,,,0.965009294450283,0.031897068,-0.03945852962788195,270,0.0003,0.42890625,-3.0992288954555987,-0.049916356801986694,0.0002488396095486678,0.2
0.4000000059604645,57000,4.0,,,,,,,,,,,,,,,
,57344,,0.40299999999999997,10.89,20,2784,28,,,,,,,,,,
0.4000000059604645,58000,4.0,,,,,,0.9440762214362621,0.025742445,-0.026425435597775503,280,0.0003,0.307666015625,-2.895132838189602,-0.05731529742479324,0.0006394762757508943,0.2
0.4000000059604645,59000,4.0,,,,,,,,,,,,,,,
,59392,,0.40099999999999997,10.92,20,2862,29,,,,,,,,,,
0.4000000059604645,60000,4.0,,,,,,0.9711303859949112,0.027252264,-0.027371341915568337,290,0.0003,0.23056640625,-2.7618123434484003,-0.053364068269729614,0.00020074332147714812,0.2
0.4000000059604645,61000,4.0,,,,,,,,,,,,,,,
,61440,,0.40299999999999997,9.45,20,2940,30,,,,,,,,,,
0.4000000059604645,62000,4.0,,,,,,0.9646190777420998,0.03414877,-0.02118054886814207,300,0.0003,0.28818359375,-2.505214325338602,-0.06428796052932739,0.00048336280962075763,0.2
0.4000000059604645,63000,4.0,,,,,,,,,,,,,,,
,63488,,0.40299999999999997,7.99,21,3015,31,,,,,,,,,,
0.4000000059604645,64000,4.0,,,,,,0.9826733469963074,0.072610825,-0.03774061208241619,310,0.0003,0.410595703125,-1.9271750327199697,-0.04594150930643082,0.0002409720327023024,0.2
0.4000000059604645,65000,4.0,,,,,,,,,,,,,,,
,65536,,0.40099999999999997,5.96,21,3089,32,,,,,,,,,,
0.4000000059604645,66000,4.0,,,,,,0.9879594333469868,0.027596949,-0.026851261404226535,320,0.0003,0.232373046875,-1.4195421610027552,-0.06064946576952934,0.00012135955652183838,0.2
0.4000000059604645,67000,4.0,,,,,,,,,,,,,,,
,67584,,0.3999999999999999,5.36,21,3160,33,,,,,,,,,,
0.4000000059604645,68000,4.0,,,,,,0.9837690498679876,0.035310116,-0.030028690065955745,330,0.0003,0.393115234375,-0.8169997200369835,-0.0559706911444664,0.0002257401119095448,0.2
0.4000000059604645,69000,4.0,,,,,,,,,,,,,,,
,69632,,0.3999999999999999,4.61,21,3229,34,,,,,,,,,,
0.4000000059604645,70000,4.0,,,,,,0.9986716349376366,0.05541686,-0.03226507164654322,340,0.0003,0.19921875,-0.46407720344141123,-0.06972208619117737,1.0375881091384543e-05,0.2
0.4000000059604645,71000,4.0,,,,,,,,,,,,,,,
,71680,,0.3999999999999999,4.33,21,3297,35,,,,,,,,,,
0.4000000059604645,72000,4.0,,,,,,0.9851665515452623,0.014169818,-0.021560863475315273,350,0.0003,0.058203125,-0.28377594468183814,-0.03404207155108452,0.00020939236145016692,0.2
0.4000000059604645,73000,4.0,,,,,,,,,,,,,,,
,73728,,0.3999999999999999,4.19,21,3364,36,,,,,,,,,,
0.4000000059604645,74000,4.0,,,,,,0.9875598615035415,0.009843853,-0.010483145678881556,360,0.0003,0.030322265625,-0.17650512736290694,-0.019353361800312996,0.0001809728673649147,0.2
0.4000000059604645,75000,4.0,,,,,,,,,,,,,,,
,75776,,0.3999999999999999,4.12,22,3432,37,,,,,,,,,,
0.4000000059604645,76000,4.0,,,,,,0.9915544129908085,0.0023837073,-0.00417798800917808,370,0.0003,0.015966796875,-0.12405266191344708,-0.0012166241649538279,0.00011683170927700992,0.2
0.4000000059604645,77000,4.0,,,,,,,,,,,,,,,
,77824,,0.3999999999999999,4.11,22,3499,38,,,,,,,,,,
0.4000000059604645,78000,4.0,,,,,,0.9841067101806402,0.0008639224,-0.002127267071045935,380,0.0003,0.00810546875,-0.10940633600112051,-0.00628376379609108,0.00022666599424212564,0.2
0.4000000059604645,79000,4.0,,,,,,,,,,,,,,,
,79872,,0.3999999999999999,4.06,22,3566,39,,,,,,,,,,
0.4000000059604645,80000,4.0,,,,,,0.9922875533811748,0.00024302345,-0.0011914192349649967,390,0.0003,0.00185546875,-0.09271066209767014,-0.001754560973495245,2.2528969431778734e-05,0.2
0.4000000059604645,81000,4.0,,,,,,,,,,,,,,,
,81920,,0.3999999999999999,4.06,22,3633,40,,,,,,,,,,
0.4000000059604645,82000,4.0,,,,,,0.9773802105337381,0.0032267612,-0.005591761879622936,400,0.0003,0.0107421875,-0.08522707901429386,-0.014277280308306217,0.00032723562833911755,0.2
0.4000000059604645,83000,4.0,,,,,,,,,,,,,,,
,83968,,0.3999999999999999,4.08,22,3700,41,,,,,,,,,,
0.4000000059604645,84000,4.0,,,,,,0.9947611792013049,0.016103514,-0.010789071195176803,410,0.0003,0.0146484375,-0.06841795371146872,-0.016871202737092972,7.300490560311346e-05,0.2
0.4000000059604645,85000,4.0,,,,,,,,,,,,,,,
0.4000000059604645,86000,4.0,,,,,,,,,,,,,,,
,86016,,0.40199999999999997,4.05,22,3767,42,,,,,,,,,,
0.4000000059604645,87000,4.0,,,,,,0.9728868436068296,0.0013889838,-0.0027086214511655273,420,0.0003,0.008740234375,-0.06184435460017994,0.00019470226834528148,0.00038411702745193564,0.2
0.4000000059604645,88000,4.0,,,,,,,,,,,,,,,
,88064,,0.40299999999999997,4.13,22,3834,43,,,,,,,,,,
0.4000000059604645,89000,4.0,,,,,,0.9728768020868301,0.0021353276,-0.0018194837059127167,430,0.0003,0.013720703125,-0.07946248687803745,-0.0020559292752295732,0.0003471153789995185,0.2
0.4000000059604645,90000,4.0,,,,,,,,,,,,,,,
,90112,,0.40099999999999997,4.07,23,3901,44,,,,,,,,,,
0.4000000059604645,91000,4.0,,,,,,0.9970655313227326,0.04686572,-0.023909946241474245,440,0.0003,0.07783203125,-0.14784149100305513,-0.0793251246213913,9.778141962657472e-06,0.2
0.4000000059604645,92000,4.0,,,,,,,,,,,,,,,
,92160,,0.3999999999999999,4.76,23,3971,45,,,,,,,,,,
0.4000000059604645,93000,4.0,,,,,,0.9873207435011864,0.01484075,-0.07247413746081292,450,0.0003,0.36630859375,-0.4095380012411624,-0.08629781007766724,0.0001867091923330122,0.2
0.4000000059604645,94000,4.0,,,,,,,,,,,,,,,
,94208,,0.39799999999999996,4.96,23,4041,46,,,,,,,,,,
0.4000000059604645,95000,4.0,,,,,,0.9595194794237614,0.035955474,-0.020909650201792827,460,0.0003,0.297998046875,-0.3119684792589396,-0.057591989636421204,0.0001729713548542122,0.2
0.4000000059604645,96000,4.0,,,,,,,,,,,,,,,
,96256,,0.4019999999999999,4.25,23,4109,47,,,,,,,,,,
0.4000000059604645,97000,4.0,,,,,,0.9825415704399347,0.05168646,-0.015023710456443951,470,0.0003,0.17861328125,-0.12228144810069352,-0.023191994056105614,0.00023130110527134207,0.2
0.4000000059604645,98000,4.0,,,,,,,,,,,,,,,
,98304,,0.4019999999999999,4.1,23,4176,48,,,,,,,,,,
0.30000000447034836,99000,50.0,,,,,,0.9905720921233296,0.60361624,-0.049684756153146735,480,0.0003,0.17138671875,-0.19410061726812272,-0.09135621041059494,0.00011848125743494365,0.2
0.30000000447034836,100000,50.0,,,,,,,,,,,,,,,
,100352,,0.39199999999999996,21.32,23,4278,49,,,,,,,,,,
