eval/mean_reward,time/total_timesteps,eval/mean_ep_length,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/approx_kl,train/entropy_loss,train/explained_variance,train/n_updates,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/clip_range
0.0,37000,1000.0,,,,,,-0.015708988532423973,0.02085312,-6.374190190434456,0.8427367359399796,180,0.001329072289809119,-0.02583139595517423,0.0003,0.19716796875,0.2
0.0,38000,1000.0,,,,,,,,,,,,,,,
,38912,,1542,25,19,989.3076923076923,0.658974358974359,,,,,,,,,,
0.0,39000,1000.0,,,,,,-0.05781508982181549,0.014118567,-6.308562943339348,0.731940507888794,190,0.001587035589000152,-0.025294395320815965,0.0003,0.158642578125,0.2
0.0,40000,1000.0,,,,,,,,,,,,,,,
,40960,,1623,25,20,1000.0,0.6725,,,,,,,,,,
0.0,41000,1000.0,,,,,,0.0015180063201114535,0.019110823,-6.353039355576039,0.8428863286972046,200,0.0008482388866468682,-0.030540692119393496,0.0003,0.2044921875,0.2
0.0,42000,1000.0,,,,,,,,,,,,,,,
0.0,43000,1000.0,,,,,,,,,,,,,,,
,43008,,1731,24,21,1000.0,0.6674418604651162,,,,,,,,,,
0.0,44000,1000.0,,,,,,0.0008347946568392217,0.016017571,-6.305233420431614,0.8340853601694107,210,0.0015638397420843831,-0.022765322047052904,0.0003,0.185400390625,0.2
0.0,45000,1000.0,,,,,,,,,,,,,,,
,45056,,1812,24,22,1000.0,0.6711111111111111,,,,,,,,,,
0.0,46000,1000.0,,,,,,-0.04892276972532272,0.016985752,-6.288591550290585,0.7909823209047318,220,0.0010249062355342175,-0.02578719758312218,0.0003,0.199853515625,0.2
0.0,47000,1000.0,,,,,,,,,,,,,,,
,47104,,1893,24,23,1000.0,0.672340425531915,,,,,,,,,,
0.0,48000,1000.0,,,,,,-0.044736914336681366,0.013512928,-6.285910944640636,0.7949776500463486,230,0.0024869934281923634,-0.02141017538961023,0.0003,0.14296875,0.2
0.0,49000,1000.0,,,,,,,,,,,,,,,
,49152,,1974,24,24,1000.0,0.6714285714285716,,,,,,,,,,
0.0,50000,1000.0,,,,,,-0.030649185180664062,0.019488214,-6.290180303156376,0.8886643871665001,240,0.0008577203714594361,-0.027509919795556927,0.0003,0.212158203125,0.2
0.0,51000,1000.0,,,,,,,,,,,,,,,
,51200,,2055,24,25,1000.0,0.6764705882352942,,,,,,,,,,
0.0,52000,1000.0,,,,,,-0.04155880957841873,0.0183745,-6.295485039055348,0.9057612866163254,250,0.0006485835369403504,-0.02920586518011987,0.0003,0.17373046875,0.2
0.0,53000,1000.0,,,,,,,,,,,,,,,
,53248,,2137,24,26,1000.0,0.6773584905660378,,,,,,,,,,
0.0,54000,1000.0,,,,,,-0.03250217065215111,0.016895117,-6.260601943731308,0.8480450361967087,260,0.0009165582073364931,-0.028270002573844977,0.0003,0.179931640625,0.2
0.0,55000,1000.0,,,,,,,,,,,,,,,
,55296,,2218,24,27,1000.0,0.6781818181818182,,,,,,,,,,
0.0,56000,1000.0,,,,,,-0.037377119064331055,0.016926479,-6.289142197370529,0.8639283627271652,270,0.0011731798065738985,-0.027451981679769234,0.0003,0.1921875,0.2
0.0,57000,1000.0,,,,,,,,,,,,,,,
,57344,,2299,24,28,1000.0,0.6859649122807018,,,,,,,,,,
0.0,58000,1000.0,,,,,,-0.04528253152966499,0.020328261,-6.189573971927166,0.8690393567085266,280,0.000693725727569472,-0.02687458424770739,0.0003,0.19453125,0.2
0.0,59000,1000.0,,,,,,,,,,,,,,,
,59392,,2380,24,29,997.5084745762712,0.6915254237288135,,,,,,,,,,
0.0,60000,1000.0,,,,,,-0.04007212445139885,0.016780501,-6.249104554951191,0.8412315398454666,290,0.0009764878566784318,-0.0264004396594828,0.0003,0.17744140625,0.2
0.0,61000,1000.0,,,,,,,,,,,,,,,
,61440,,2462,24,30,1000.0,0.6918032786885245,,,,,,,,,,
0.0,62000,1000.0,,,,,,0.008383098058402538,0.018251015,-6.225557757914066,0.9148023203015327,300,0.0005618044501716213,-0.024473748018499462,0.0003,0.194287109375,0.2
0.0,63000,1000.0,,,,,,,,,,,,,,,
,63488,,2543,24,31,1000.0,0.6873015873015873,,,,,,,,,,
0.0,64000,1000.0,,,,,,-0.023472296074032784,0.016825918,-6.171274743974209,0.8901709169149399,310,0.00035919279937388635,-0.021973315041395835,0.0003,0.16767578125,0.2
0.0,65000,1000.0,,,,,,,,,,,,,,,
,65536,,2624,24,32,993.1384615384616,0.6876923076923076,,,,,,,,,,
0.0,66000,1000.0,,,,,,-0.07202604413032532,0.016001705,-6.16117287427187,0.5704743266105652,320,0.0008425004523815005,-0.027656933054095133,0.0003,0.179833984375,0.2
0.0,67000,1000.0,,,,,,,,,,,,,,,
,67584,,2705,24,33,1000.0,0.7029850746268655,,,,,,,,,,
0.20000000298023224,68000,1000.0,,,,,,-0.04905981570482254,0.0143653285,-6.164740878343582,0.6991071701049805,330,0.0007702586242430698,-0.02187225414381828,0.0003,0.16474609375,0.2
0.20000000298023224,69000,1000.0,,,,,,,,,,,,,,,
,69632,,2786,24,34,1000.0,0.7,,,,,,,,,,
0.20000000298023224,70000,1000.0,,,,,,-0.02985314093530178,0.016718742,-6.216496828198433,0.7924283891916275,340,0.0003604945394954484,-0.03035950889461674,0.0003,0.214404296875,0.2
0.20000000298023224,71000,1000.0,,,,,,,,,,,,,,,
,71680,,2867,24,35,1000.0,0.7014084507042253,,,,,,,,,,
0.20000000298023224,72000,1000.0,,,,,,-0.052091263234615326,0.01854195,-6.224127143621445,0.9303018748760223,350,0.0003629610440043507,-0.026356894997297785,0.0003,0.200830078125,0.2
0.20000000298023224,73000,1000.0,,,,,,,,,,,,,,,
,73728,,2948,25,36,1000.0,0.7000000000000001,,,,,,,,,,
0.20000000298023224,74000,1000.0,,,,,,-0.030716363340616226,0.02007864,-6.220610149204731,0.8749736249446869,360,0.0002869581423738055,-0.02612505206197966,0.0003,0.200439453125,0.2
0.20000000298023224,75000,1000.0,,,,,,,,,,,,,,,
,75776,,3030,25,37,1000.0,0.7000000000000001,,,,,,,,,,
0.20000000298023224,76000,1000.0,,,,,,-0.027171766385436058,0.017307788,-6.190741635859013,0.8935847729444504,370,0.0003028916421385475,-0.02213283536839299,0.0003,0.190771484375,0.2
0.20000000298023224,77000,1000.0,,,,,,,,,,,,,,,
,77824,,3111,25,38,1000.0,0.7000000000000001,,,,,,,,,,
0.20000000298023224,78000,1000.0,,,,,,-0.048280756920576096,0.01822846,-6.10044053196907,0.8838678672909737,380,0.0005855287902477357,-0.0250007772949175,0.0003,0.1859375,0.2
0.20000000298023224,79000,1000.0,,,,,,,,,,,,,,,
,79872,,3192,25,39,1000.0,0.7037974683544304,,,,,,,,,,
0.20000000298023224,80000,1000.0,,,,,,-0.011159239336848259,0.014311893,-6.099221256375313,0.8925629034638405,390,0.00043051336026564966,-0.02458954706962686,0.0003,0.150927734375,0.2
0.20000000298023224,81000,1000.0,,,,,,,,,,,,,,,
,81920,,3273,25,40,1000.0,0.7037037037037037,,,,,,,,,,
0.20000000298023224,82000,1000.0,,,,,,0.004267202224582434,0.015304486,-6.055572792887688,0.8803543895483017,400,0.0009792275796826288,-0.022104281821521,0.0003,0.174169921875,0.2
0.20000000298023224,83000,1000.0,,,,,,,,,,,,,,,
,83968,,3354,25,41,1000.0,0.7036144578313253,,,,,,,,,,
0.20000000298023224,84000,1000.0,,,,,,-0.0019254947546869516,0.015148886,-6.111101640760898,0.9345380291342735,410,0.00018171271570963655,-0.02405722257681191,0.0003,0.165283203125,0.2
0.20000000298023224,85000,1000.0,,,,,,,,,,,,,,,
0.20000000298023224,86000,1000.0,,,,,,,,,,,,,,,
,86016,,3463,24,42,996.3139534883721,0.7081395348837208,,,,,,,,,,
0.30000000447034836,87000,1000.0,,,,,,-0.021894611418247223,0.015880011,-6.05938873142004,0.9174570366740227,420,0.0007061234079174028,-0.025582994311116637,0.0003,0.223486328125,0.2
0.30000000447034836,88000,1000.0,,,,,,,,,,,,,,,
,88064,,3544,24,43,1000.0,0.7147727272727273,,,,,,,,,,
0.30000000447034836,89000,1000.0,,,,,,-0.0503636933863163,0.017203037,-6.072121876478195,0.8580973744392395,430,0.00022334662835419295,-0.024895431341428777,0.0003,0.1876953125,0.2
0.30000000447034836,90000,1000.0,,,,,,,,,,,,,,,
,90112,,3625,24,44,1000.0,0.7155555555555556,,,,,,,,,,
0.30000000447034836,91000,1000.0,,,,,,-0.0434059277176857,0.018432142,-6.112544248998165,0.8829500451683998,440,0.0003977561736633106,-0.02423138236918021,0.0003,0.21259765625,0.2
0.30000000447034836,92000,1000.0,,,,,,,,,,,,,,,
,92160,,3706,24,45,1000.0,0.7130434782608696,,,,,,,,,,
0.30000000447034836,93000,1000.0,,,,,,0.0026338770985603333,0.018770002,-6.087437546253204,0.5021137297153473,450,0.0006096808144775423,-0.017893721154541707,0.0003,0.180322265625,0.2
0.30000000447034836,94000,1000.0,,,,,,,,,,,,,,,
,94208,,3788,24,46,1000.0,0.7202127659574469,,,,,,,,,,
0.30000000447034836,95000,1000.0,,,,,,-0.03908643499016762,0.017491072,-6.06878487020731,0.8510085940361023,460,0.0005947696286966675,-0.025757817545672877,0.0003,0.213818359375,0.2
0.30000000447034836,96000,1000.0,,,,,,,,,,,,,,,
,96256,,3869,24,47,1000.0,0.725,,,,,,,,,,
0.30000000447034836,97000,1000.0,,,,,,-0.050370119512081146,0.020291623,-6.0367850959300995,0.7886014431715012,470,0.000527089607680864,-0.027263024781132118,0.0003,0.204345703125,0.2
0.30000000447034836,98000,1000.0,,,,,,,,,,,,,,,
,98304,,3950,24,48,1000.0,0.7265306122448978,,,,,,,,,,
0.30000000447034836,99000,1000.0,,,,,,-0.03117448277771473,0.020125337,-6.017882499098778,0.8552990257740021,480,0.000561236978001034,-0.02499623819021508,0.0003,0.203125,0.2
0.30000000447034836,100000,1000.0,,,,,,,,,,,,,,,
,100352,,4031,24,49,1000.0,0.7269999999999999,,,,,,,,,,
0.30000000447034836,101000,1000.0,,,,,,-0.030285470187664032,0.014337927,-6.014777892827988,0.896900549530983,490,0.0002679683325482074,-0.0237020318309078,0.0003,0.153515625,0.2
0.30000000447034836,102000,1000.0,,,,,,,,,,,,,,,
,102400,,4113,24,50,990.0,0.733,,,,,,,,,,
0.30000000447034836,103000,1000.0,,,,,,0.01156407780945301,0.020430129,-5.981855671107769,0.8868971616029739,500,0.0007969916079218819,-0.027845257666194813,0.0003,0.210986328125,0.2
0.30000000447034836,104000,1000.0,,,,,,,,,,,,,,,
,104448,,4194,24,51,990.0,0.738,,,,,,,,,,
0.30000000447034836,105000,1000.0,,,,,,-0.012576788663864136,0.014424212,-5.965798990428448,0.9309276938438416,510,0.0003186717926610072,-0.0206747093325248,0.0003,0.13916015625,0.2
0.30000000447034836,106000,1000.0,,,,,,,,,,,,,,,
,106496,,4275,24,52,987.61,0.745,,,,,,,,,,
0.30000000447034836,107000,1000.0,,,,,,-0.011557158082723618,0.01611539,-5.936731888353824,0.8876103386282921,520,0.0004994582058770903,-0.02272264179773629,0.0003,0.176611328125,0.2
0.30000000447034836,108000,1000.0,,,,,,,,,,,,,,,
,108544,,4356,24,53,984.66,0.7560000000000001,,,,,,,,,,
0.4000000059604645,109000,1000.0,,,,,,0.001045804936438799,0.015773227,-5.882652744650841,0.8898476213216782,530,0.0007224131006751122,-0.021525280084460974,0.0003,0.173046875,0.2
0.4000000059604645,110000,1000.0,,,,,,,,,,,,,,,
,110592,,4437,24,54,983.91,0.7670000000000001,,,,,,,,,,
0.4000000059604645,111000,1000.0,,,,,,0.028525596484541893,0.017386714,-5.9804178237915036,0.7695810049772263,540,0.0006652055233644205,-0.01757991255435627,0.0003,0.187255859375,0.2
0.4000000059604645,112000,1000.0,,,,,,,,,,,,,,,
,112640,,4519,24,55,990.0,0.777,,,,,,,,,,
0.4000000059604645,113000,1000.0,,,,,,-0.040809933096170425,0.01693602,-5.971638692915439,0.9245695397257805,550,0.0002315883108167327,-0.021293500269530342,0.0003,0.177880859375,0.2
0.4000000059604645,114000,1000.0,,,,,,,,,,,,,,,
,114688,,4600,24,56,990.84,0.778,,,,,,,,,,
0.4000000059604645,115000,1000.0,,,,,,-0.039172787219285965,0.016519986,-5.921879701316357,0.9446821138262749,560,0.00015427641951646365,-0.02788307937735226,0.0003,0.173583984375,0.2
0.4000000059604645,116000,1000.0,,,,,,,,,,,,,,,
,116736,,4681,24,57,990.0,0.7799999999999998,,,,,,,,,,
0.4000000059604645,117000,1000.0,,,,,,-0.020351193845272064,0.018968131,-5.914710909128189,0.9718211982399225,570,8.995566363410035e-05,-0.027461246732855216,0.0003,0.208447265625,0.2
0.4000000059604645,118000,1000.0,,,,,,,,,,,,,,,
,118784,,4763,24,58,985.63,0.795,,,,,,,,,,
0.4000000059604645,119000,1000.0,,,,,,-0.04211607575416565,0.020256095,-5.968613556027412,0.8358326405286789,580,0.0010661462871439653,-0.018465681248926558,0.0003,0.23330078125,0.2
0.4000000059604645,120000,1000.0,,,,,,,,,,,,,,,
,120832,,4844,24,59,974.36,0.812,,,,,,,,,,
0.4000000059604645,121000,1000.0,,,,,,0.020691746845841408,0.017858319,-5.796342810988426,0.8556091785430908,590,0.0016479605405493203,-0.02242156753636664,0.0003,0.212451171875,0.2
0.4000000059604645,122000,1000.0,,,,,,,,,,,,,,,
,122880,,4926,24,60,953.96,0.8360000000000001,,,,,,,,,,
0.6000000089406967,123000,1000.0,,,,,,-0.029796406626701355,0.017934442,-5.823669572174549,0.8603060692548752,600,0.001386074968831963,-0.01931057514884742,0.0003,0.20107421875,0.2
0.6000000089406967,124000,1000.0,,,,,,,,,,,,,,,
,124928,,5007,24,61,954.56,0.845,,,,,,,,,,
0.4000000059604645,125000,1000.0,,,,,,-0.04129091650247574,0.01663535,-5.798467421531678,0.7533917874097824,610,0.0022381782125648897,-0.01089980244578328,0.0003,0.190966796875,0.2
0.4000000059604645,126000,1000.0,,,,,,,,,,,,,,,
,126976,,5089,24,62,954.21,0.8640000000000001,,,,,,,,,,
0.6000000089406967,127000,1000.0,,,,,,0.017252882942557335,0.012989288,-6.037616129219532,0.7228036522865295,620,0.0013005229663690444,-0.01156330159283243,0.0003,0.18154296875,0.2
0.6000000089406967,128000,1000.0,,,,,,,,,,,,,,,
0.6000000089406967,129000,1000.0,,,,,,,,,,,,,,,
,129024,,5198,24,63,960.0,0.8809999999999999,,,,,,,,,,
0.6000000089406967,130000,1000.0,,,,,,-0.021552933380007744,0.016685603,-5.857555772364139,0.6974962055683136,630,0.0018655322241329486,-0.01936326160503086,0.0003,0.2103515625,0.2
0.6000000089406967,131000,1000.0,,,,,,,,,,,,,,,
,131072,,5279,24,64,945.36,0.888,,,,,,,,,,
0.6000000089406967,132000,1000.0,,,,,,-0.018595624715089798,0.016336994,-5.795599235594272,0.776999905705452,640,0.0016787483643383894,-0.016948338362271897,0.0003,0.196630859375,0.2
0.6000000089406967,133000,1000.0,,,,,,,,,,,,,,,
,133120,,5361,24,65,937.38,0.9090000000000003,,,,,,,,,,
0.6000000089406967,134000,1000.0,,,,,,-0.020420124754309654,0.014444184,-5.73513453155756,0.6552832126617432,650,0.0030493624358314264,-0.014775501811527647,0.0003,0.178857421875,0.2
0.6000000089406967,135000,1000.0,,,,,,,,,,,,,,,
,135168,,5442,24,66,926.5,0.929,,,,,,,,,,
0.6000000089406967,136000,1000.0,,,,,,-0.03973454609513283,0.014189034,-5.806267930567264,0.6126035451889038,660,0.001923930332850432,-0.01869340802950319,0.0003,0.18837890625,0.2
0.6000000089406967,137000,1000.0,,,,,,,,,,,,,,,
,137216,,5524,24,67,858.96,0.9580000000000003,,,,,,,,,,
0.7000000104308128,138000,1000.0,,,,,,-0.0022061700001358986,0.017176945,-5.667842926084996,0.7889896780252457,670,0.00218370379998305,-0.015808170990203506,0.0003,0.206201171875,0.2
0.7000000104308128,139000,1000.0,,,,,,,,,,,,,,,
,139264,,5605,24,68,840.0,0.9790000000000001,,,,,,,,,,
0.7000000104308128,140000,1000.0,,,,,,-0.020876077935099602,0.012734488,-5.641062825918198,0.8004166930913925,680,0.0012639788418709942,-0.017143567264429293,0.0003,0.175537109375,0.2
0.7000000104308128,141000,1000.0,,,,,,,,,,,,,,,
,141312,,5687,24,69,757.17,1.0020000000000002,,,,,,,,,,
0.7000000104308128,142000,1000.0,,,,,,-0.008550494909286499,0.015012968,-5.505433715879917,0.8327470272779465,690,0.002367926312399504,-0.01976013985404279,0.0003,0.20126953125,0.2
0.7000000104308128,143000,1000.0,,,,,,,,,,,,,,,
,143360,,5768,24,70,682.07,1.0340000000000003,,,,,,,,,,
0.7000000104308128,144000,1000.0,,,,,,-0.0193936787545681,0.015905099,-5.423594865202904,0.7979101985692978,700,0.002873864087450784,-0.014409090261324309,0.0003,0.188916015625,0.2
0.7000000104308128,145000,1000.0,,,,,,,,,,,,,,,
,145408,,5849,24,71,631.76,1.06,,,,,,,,,,
0.7000000104308128,146000,1000.0,,,,,,-0.000784061849117279,0.017026437,-5.4751116842031475,0.7498107552528381,710,0.002744805828388053,-0.01798742557002697,0.0003,0.207861328125,0.2
0.7000000104308128,147000,1000.0,,,,,,,,,,,,,,,
,147456,,5930,24,72,574.11,1.0800000000000003,,,,,,,,,,
0.6000000089406967,148000,1000.0,,,,,,-0.02785326912999153,0.015268116,-5.43298599421978,0.7625068128108978,720,0.0024481199910951546,-0.014623215518076904,0.0003,0.191357421875,0.2
0.6000000089406967,149000,1000.0,,,,,,,,,,,,,,,
,149504,,6012,24,73,424.72,1.0970000000000004,,,,,,,,,,
0.7000000104308128,150000,1000.0,,,,,,-0.024532929062843323,0.018024199,-5.1250804454088215,0.8431843370199203,730,0.0029336023480027507,-0.013508246389392298,0.0003,0.2162109375,0.2
0.7000000104308128,151000,1000.0,,,,,,,,,,,,,,,
,151552,,6093,24,74,381.08,1.1000000000000003,,,,,,,,,,
0.6000000089406967,152000,1000.0,,,,,,-0.015660369768738747,0.016273668,-5.397594700753689,0.6765158772468567,740,0.00264942140806852,-0.017037868415354752,0.0003,0.193017578125,0.2
0.6000000089406967,153000,1000.0,,,,,,,,,,,,,,,
,153600,,6175,24,75,327.34,1.1020000000000005,,,,,,,,,,
0.6000000089406967,154000,1000.0,,,,,,-0.014017792418599129,0.014151203,-5.273397828638553,0.7411912977695465,750,0.0029370903784638356,-0.009841491226688958,0.0003,0.168896484375,0.2
0.6000000089406967,155000,1000.0,,,,,,,,,,,,,,,
,155648,,6256,24,76,232.54,1.0570000000000004,,,,,,,,,,
0.6000000089406967,156000,1000.0,,,,,,-0.005789128132164478,0.016522579,-5.045779195427895,0.7704143077135086,760,0.003455416109864018,-0.013503721667802893,0.0003,0.195751953125,0.2
0.6000000089406967,157000,1000.0,,,,,,,,,,,,,,,
,157696,,6337,24,77,174.01,1.0220000000000005,,,,,,,,,,
0.7000000104308128,158000,1000.0,,,,,,-0.02308524027466774,0.015179563,-4.751414853334427,0.8376120328903198,770,0.003071853512665257,-0.016204648485290817,0.0003,0.190234375,0.2
0.7000000104308128,159000,1000.0,,,,,,,,,,,,,,,
,159744,,6419,24,78,123.31,0.9830000000000004,,,,,,,,,,
0.7000000104308128,160000,1000.0,,,,,,-0.03995348513126373,0.014863169,-4.687885762751103,0.9045170396566391,780,0.0021817023576659266,-0.017216282966546714,0.0003,0.178759765625,0.2
0.7000000104308128,161000,1000.0,,,,,,,,,,,,,,,
,161792,,6500,24,79,91.16,0.9610000000000004,,,,,,,,,,
0.9000000134110451,162000,9.0,,,,,,-0.029202483594417572,0.02097074,-4.748582199215889,0.8370120823383331,790,0.0029857371426260217,-0.017415249597979708,0.0003,0.217724609375,0.2
0.9000000134110451,163000,9.0,,,,,,,,,,,,,,,
,163840,,6527,25,80,67.32,0.9410000000000004,,,,,,,,,,
0.9000000134110451,164000,9.0,,,,,,-0.021915804594755173,0.019262005,-4.347077139467001,0.8660197407007217,800,0.004061271321006643,-0.01937748352647759,0.0003,0.244287109375,0.2
0.9000000134110451,165000,9.0,,,,,,,,,,,,,,,
,165888,,6552,25,81,53.4,0.9370000000000005,,,,,,,,,,
0.9000000134110451,166000,9.0,,,,,,-0.004704668652266264,0.019675624,-4.028899136185646,0.8923816010355949,810,0.0039619627478714396,-0.0182350935152499,0.0003,0.225927734375,0.2
0.9000000134110451,167000,9.0,,,,,,,,,,,,,,,
,167936,,6578,25,82,41.5,0.9310000000000004,,,,,,,,,,
0.9000000134110451,168000,9.0,,,,,,-0.0013978674542158842,0.01706015,-3.858554031699896,0.8860205560922623,820,0.004563614607650379,-0.012739697765209713,0.0003,0.1984375,0.2
0.9000000134110451,169000,9.0,,,,,,,,,,,,,,,
,169984,,6603,25,83,35.21,0.9230000000000004,,,,,,,,,,
0.9000000134110451,170000,9.0,,,,,,-0.022402089089155197,0.017560834,-3.5778783209621907,0.9178013429045677,830,0.0037763084491643896,-0.016038628821843304,0.0003,0.210693359375,0.2
0.9000000134110451,171000,9.0,,,,,,,,,,,,,,,
0.9000000134110451,172000,9.0,,,,,,,,,,,,,,,
,172032,,6629,25,84,37.68,0.9200000000000004,,,,,,,,,,
0.9000000134110451,173000,9.0,,,,,,-0.060275666415691376,0.016093016,-3.989493276923895,0.9444504044950008,840,0.0016532445755728987,-0.015862560452660546,0.0003,0.1998046875,0.2
0.9000000134110451,174000,9.0,,,,,,,,,,,,,,,
,174080,,6655,26,85,31.76,0.9200000000000003,,,,,,,,,,
0.9000000134110451,175000,9.0,,,,,,-0.00019681802950799465,0.020777352,-3.094456472247839,0.932215116918087,850,0.0033440351063063643,-0.013404957324382849,0.0003,0.22392578125,0.2
0.9000000134110451,176000,9.0,,,,,,,,,,,,,,,
,176128,,6680,26,86,23.46,0.9210000000000004,,,,,,,,,,
0.9000000134110451,177000,9.0,,,,,,0.007192778866738081,0.02276495,-3.007969696074724,0.9383779913187027,860,0.003185016687575626,-0.014244301746657584,0.0003,0.2146484375,0.2
0.9000000134110451,178000,9.0,,,,,,,,,,,,,,,
,178176,,6707,26,87,33.52,0.9160000000000005,,,,,,,,,,
