eval/mean_reward,time/total_timesteps,eval/mean_ep_length,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,train/n_updates,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance,train/approx_kl
,49152,,1976,1000.0,24,24,0.6530612244897959,,,,,,,,,,
0.10000000149011612,50000,1000.0,,,,,,240,0.0012860926095527247,0.143408203125,0.0003,-6.280424626171589,-0.02249726768641267,0.2,-0.03909846022725105,0.8330665975809097,0.014254974
0.10000000149011612,51000,1000.0,,,,,,,,,,,,,,,
,51200,,2057,1000.0,24,25,0.6529411764705884,,,,,,,,,,
0.10000000149011612,52000,1000.0,,,,,,250,0.0010550802885973098,0.210595703125,0.0003,-6.301802755892277,-0.025238626083591953,0.2,-0.05484188348054886,0.6807500123977661,0.01786299
0.10000000149011612,53000,1000.0,,,,,,,,,,,,,,,
,53248,,2139,1000.0,24,26,0.6566037735849057,,,,,,,,,,
0.0,54000,1000.0,,,,,,260,0.0007339925342421339,0.194873046875,0.0003,-6.2705128863453865,-0.025100380880758166,0.2,-0.030534392222762108,0.6395535469055176,0.015441208
0.0,55000,1000.0,,,,,,,,,,,,,,,
,55296,,2221,1000.0,24,27,0.6545454545454545,,,,,,,,,,
0.0,56000,1000.0,,,,,,270,0.0007456978682512272,0.181884765625,0.0003,-6.233947159349919,-0.021745477749209385,0.2,-0.0262994896620512,0.8311662077903748,0.01697718
0.0,57000,1000.0,,,,,,,,,,,,,,,
,57344,,2302,1000.0,24,28,0.6526315789473685,,,,,,,,,,
