eval/mean_reward,time/total_timesteps,eval/mean_ep_length,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,train/n_updates,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance,train/approx_kl
0.5000000074505806,168000,1000.0,,,,,,820,0.0028766369898221454,0.17041015625,0.0003,-5.284823921322823,-0.011276979791000485,0.2,-0.023790676146745682,0.742641270160675,0.013775597
0.5000000074505806,169000,1000.0,,,,,,,,,,,,,,,
,169984,,6844,830.0,24,83,0.9320000000000002,,,,,,,,,,
0.5000000074505806,170000,1000.0,,,,,,830,0.0006998356519972049,0.21259765625,0.0003,-5.4040221780538555,-0.01510664715024177,0.2,-0.014961923472583294,0.7699414491653442,0.017759606
0.5000000074505806,171000,1000.0,,,,,,,,,,,,,,,
0.5000000074505806,172000,1000.0,,,,,,,,,,,,,,,
,172032,,6957,803.41,24,84,0.9410000000000001,,,,,,,,,,
0.5000000074505806,173000,1000.0,,,,,,840,0.0017530158691897667,0.222412109375,0.0003,-5.291637544333935,-0.010298012057319283,0.2,-0.00917501375079155,0.8835838362574577,0.016639993
0.5000000074505806,174000,1000.0,,,,,,,,,,,,,,,
,174080,,7041,810.0,24,85,0.9520000000000001,,,,,,,,,,
0.5000000074505806,175000,1000.0,,,,,,850,3.6480221884716e-05,0.193701171875,0.0003,-5.409050965309143,-0.018213217225275004,0.2,-0.023869574069976807,0.9909125324338675,0.014112176
0.5000000074505806,176000,1000.0,,,,,,,,,,,,,,,
,176128,,7125,800.85,24,86,0.965,,,,,,,,,,
0.5000000074505806,177000,1000.0,,,,,,860,0.0033421159617319065,0.228271484375,0.0003,-5.302066659927368,-0.009513482503825799,0.2,0.008113600313663483,0.7338007986545563,0.0161078
0.5000000074505806,178000,1000.0,,,,,,,,,,,,,,,
,178176,,7210,782.27,24,87,0.9760000000000002,,,,,,,,,,
0.5000000074505806,179000,1000.0,,,,,,870,0.003746802460091203,0.221728515625,0.0003,-5.184592774510383,-0.011780462987371721,0.2,-0.013103713281452656,0.7199269235134125,0.015390907
0.5000000074505806,180000,1000.0,,,,,,,,,,,,,,,
,180224,,7294,790.0,24,88,0.9840000000000001,,,,,,,,,,
0.5000000074505806,181000,1000.0,,,,,,880,2.248048393820312e-05,0.21298828125,0.0003,-5.309985993802547,-0.02228407232905738,0.2,0.0027726255357265472,0.9899881538003683,0.02531228
0.5000000074505806,182000,1000.0,,,,,,,,,,,,,,,
,182272,,7378,790.0,24,89,0.987,,,,,,,,,,
0.800000011920929,183000,1000.0,,,,,,890,5.2513844504176174e-05,0.20224609375,0.0003,-5.3595912009477615,-0.015217031544307247,0.2,-0.0007382319890893996,0.9313003718852997,0.018329695
0.800000011920929,184000,1000.0,,,,,,,,,,,,,,,
,184320,,7462,790.0,24,90,0.9850000000000001,,,,,,,,,,
0.800000011920929,185000,1000.0,,,,,,900,0.00037646535303110796,0.194775390625,0.0003,-5.423239588737488,-0.007516952829610091,0.2,-0.029197005555033684,0.9247945472598076,0.021131374
0.800000011920929,186000,1000.0,,,,,,,,,,,,,,,
,186368,,7546,780.51,24,91,0.9910000000000001,,,,,,,,,,
0.800000011920929,187000,1000.0,,,,,,910,4.6471990255270154e-05,0.1068359375,0.0003,-5.3027873322367665,-0.017616020885179752,0.2,-0.03416627645492554,0.989433447830379,0.010221767
0.800000011920929,188000,1000.0,,,,,,,,,,,,,,,
,188416,,7630,780.26,24,92,1.0030000000000001,,,,,,,,,,
0.800000011920929,189000,1000.0,,,,,,920,0.0022226354695519036,0.249365234375,0.0003,-5.30242665708065,-0.006962055072654039,0.2,0.03657156229019165,0.7356724739074707,0.019163039
0.800000011920929,190000,1000.0,,,,,,,,,,,,,,,
,190464,,7708,790.0,24,93,1.0130000000000001,,,,,,,,,,
0.800000011920929,191000,1000.0,,,,,,930,0.0021581005290184584,0.20966796875,0.0003,-5.213174839317799,-0.006004767550621182,0.2,0.0009281563106924295,0.6285297870635986,0.012911519
0.800000011920929,192000,1000.0,,,,,,,,,,,,,,,
,192512,,7783,790.0,24,94,1.014,,,,,,,,,,
0.800000011920929,193000,1000.0,,,,,,940,8.431059379176986e-06,0.19501953125,0.0003,-5.238650242984295,-0.013818766141775995,0.2,0.006076328456401825,0.9987417408265173,0.017056115
0.800000011920929,194000,1000.0,,,,,,,,,,,,,,,
,194560,,7857,790.0,24,95,1.016,,,,,,,,,,
0.800000011920929,195000,1000.0,,,,,,950,5.427167926497223e-06,0.22294921875,0.0003,-5.25965770483017,-0.014387328011798673,0.2,-0.031890079379081726,0.9978871154598892,0.018686302
0.800000011920929,196000,1000.0,,,,,,,,,,,,,,,
,196608,,7920,790.0,24,96,1.011,,,,,,,,,,
0.800000011920929,197000,1000.0,,,,,,960,1.4576702985824585e-06,0.22294921875,0.0003,-5.231655679643154,-0.016124327364377678,0.2,-0.016022516414523125,0.9987693341681734,0.014726566
0.800000011920929,198000,1000.0,,,,,,,,,,,,,,,
,198656,,7975,790.0,24,97,1.013,,,,,,,,,,
0.800000011920929,199000,1000.0,,,,,,970,1.7228822503961849e-06,0.21923828125,0.0003,-5.226781731843948,-0.012201469525462017,0.2,-0.03186986222863197,0.9993691594572738,0.016868353
0.800000011920929,200000,1000.0,,,,,,,,,,,,,,,
,200704,,8030,787.55,24,98,1.018,,,,,,,,,,
0.800000011920929,201000,1000.0,,,,,,980,0.0024259495154353773,0.209423828125,0.0003,-5.139958824217319,-0.004367571142211091,0.2,0.016730671748518944,0.6477864980697632,0.014365917
0.800000011920929,202000,1000.0,,,,,,,,,,,,,,,
,202752,,8085,790.0,25,99,1.03,,,,,,,,,,
0.800000011920929,203000,1000.0,,,,,,990,3.4284189811776417e-06,0.1724609375,0.0003,-5.11097681671381,-0.009739530860679224,0.2,-0.017606675624847412,0.9996033972420264,0.01578292
0.800000011920929,204000,1000.0,,,,,,,,,,,,,,,
,204800,,8139,794.82,25,100,1.0310000000000001,,,,,,,,,,
0.800000011920929,205000,1000.0,,,,,,1000,9.931396377030072e-08,0.246240234375,0.0003,-5.031193631887436,-0.009860766050405801,0.2,-0.025745920836925507,0.9997812239162158,0.016226854
0.800000011920929,206000,1000.0,,,,,,,,,,,,,,,
,206848,,8194,790.0,25,101,1.026,,,,,,,,,,
0.800000011920929,207000,1000.0,,,,,,1010,2.7176056856034055e-07,0.1958984375,0.0003,-4.940828624367714,-0.0056428565469104795,0.2,-0.012149780988693237,0.9998506973206531,0.014023154
0.800000011920929,208000,1000.0,,,,,,,,,,,,,,,
,208896,,8249,790.0,25,102,1.028,,,,,,,,,,
0.800000011920929,209000,1000.0,,,,,,1020,4.021329551485487e-07,0.19599609375,0.0003,-4.852834199368954,-0.008150244437274523,0.2,0.001301598735153675,0.9995050582801923,0.0127043985
0.800000011920929,210000,1000.0,,,,,,,,,,,,,,,
,210944,,8305,790.0,25,103,1.0310000000000001,,,,,,,,,,
0.800000011920929,211000,1000.0,,,,,,1030,1.208313551751862e-06,0.158056640625,0.0003,-4.724347026646138,-0.007026054069865495,0.2,0.0037438494618982077,0.9996879061218351,0.010875334
0.800000011920929,212000,1000.0,,,,,,,,,,,,,,,
,212992,,8360,790.0,25,104,1.034,,,,,,,,,,
0.800000011920929,213000,1000.0,,,,,,1040,1.368154857410951e-06,0.1626953125,0.0003,-4.661732526123524,-0.008540108607849105,0.2,-0.010336960665881634,0.9997391773795243,0.012302068
0.800000011920929,214000,1000.0,,,,,,,,,,,,,,,
0.800000011920929,215000,1000.0,,,,,,,,,,,,,,,
,215040,,8434,790.0,25,105,1.036,,,,,,,,,,
0.800000011920929,216000,1000.0,,,,,,1050,6.997652147473082e-07,0.152490234375,0.0003,-4.506469355523587,-0.007876261856290511,0.2,0.005329915788024664,0.999851388958632,0.01654011
0.800000011920929,217000,1000.0,,,,,,,,,,,,,,,
,217088,,8489,790.0,25,106,1.0370000000000001,,,,,,,,,,
0.800000011920929,218000,1000.0,,,,,,1060,4.210378428238723e-06,0.135888671875,0.0003,-4.501852992177009,-0.008688494349189568,0.2,-0.012329530902206898,0.9997565805679187,0.010839
0.800000011920929,219000,1000.0,,,,,,,,,,,,,,,
,219136,,8544,790.0,25,107,1.04,,,,,,,,,,
0.800000011920929,220000,1000.0,,,,,,1070,1.521968137071462e-05,0.114306640625,0.0003,-4.457715870440007,-0.010468843398848548,0.2,-0.023371176794171333,0.999638298409991,0.0071821036
0.800000011920929,221000,1000.0,,,,,,,,,,,,,,,
,221184,,8599,792.24,25,108,1.04,,,,,,,,,,
0.800000011920929,222000,1000.0,,,,,,1080,4.622299279826125e-06,0.1619140625,0.0003,-4.530924299359322,-0.012064214999554679,0.2,-0.03300187364220619,0.9995261980220675,0.013072237
0.800000011920929,223000,1000.0,,,,,,,,,,,,,,,
,223232,,8654,790.0,25,109,1.0370000000000001,,,,,,,,,,
0.800000011920929,224000,1000.0,,,,,,1090,1.8237897712485017e-06,0.140380859375,0.0003,-4.36204524487257,-0.007809971591632348,0.2,0.0018778443336486816,0.9963154483120888,0.010091025
0.800000011920929,225000,1000.0,,,,,,,,,,,,,,,
,225280,,8709,790.0,25,110,1.0300000000000002,,,,,,,,,,
0.800000011920929,226000,1000.0,,,,,,1100,1.5422122515767676e-07,0.189794921875,0.0003,-4.306757961213589,-0.005791715442319401,0.2,-0.025140639394521713,0.999951749920001,0.008808372
0.800000011920929,227000,1000.0,,,,,,,,,,,,,,,
,227328,,8764,790.0,25,111,1.0230000000000001,,,,,,,,,,
0.800000011920929,228000,1000.0,,,,,,1110,8.526770743616519e-07,0.196533203125,0.0003,-4.305917377769947,-0.008536712948989588,0.2,-0.021904874593019485,0.9999231553811114,0.012763489
0.800000011920929,229000,1000.0,,,,,,,,,,,,,,,
,229376,,8819,798.22,26,112,1.0220000000000002,,,,,,,,,,
0.800000011920929,230000,1000.0,,,,,,1120,1.8604346213153823e-06,0.24619140625,0.0003,-4.230149820446968,-0.006727234329446219,0.2,0.006536087021231651,0.9999093501246534,0.02076928
0.800000011920929,231000,1000.0,,,,,,,,,,,,,,,
,231424,,8874,808.06,26,113,1.0140000000000002,,,,,,,,,,
0.800000011920929,232000,1000.0,,,,,,1130,7.683711022082656e-05,0.13359375,0.0003,-4.165324658155441,-0.003809821658069268,0.2,-4.683357838075608e-05,0.9998115149064688,0.014622275
0.800000011920929,233000,1000.0,,,,,,,,,,,,,,,
,233472,,8929,822.39,26,114,1.0120000000000002,,,,,,,,,,
0.800000011920929,234000,1000.0,,,,,,1140,1.3582303658010026e-07,0.1431640625,0.0003,-4.177984596043825,-0.006359507553861476,0.2,-0.024167461320757866,0.9997205737163313,0.010840934
0.800000011920929,235000,1000.0,,,,,,,,,,,,,,,
,235520,,8984,827.05,26,115,1.0040000000000002,,,,,,,,,,
0.800000011920929,236000,1000.0,,,,,,1150,2.2829823241913258e-08,0.17119140625,0.0003,-4.035842880606651,-0.003413101024489151,0.2,4.0875445847632363e-05,0.9999912411385594,0.011310294
0.800000011920929,237000,1000.0,,,,,,,,,,,,,,,
,237568,,9036,829.09,26,116,0.9860000000000002,,,,,,,,,,
0.800000011920929,238000,1000.0,,,,,,1160,3.708267123232224e-07,0.153125,0.0003,-3.964534541219473,-0.005496959963056725,0.2,-0.019090650603175163,0.9998822547931923,0.011481863
0.800000011920929,239000,1000.0,,,,,,,,,,,,,,,
,239616,,9082,844.75,26,117,0.9840000000000002,,,,,,,,,,
0.800000011920929,240000,1000.0,,,,,,1170,2.030271199433332e-08,0.177294921875,0.0003,-3.896854418516159,-0.006634262989973649,0.2,-0.029720358550548553,0.9999857604016142,0.011872474
0.800000011920929,241000,1000.0,,,,,,,,,,,,,,,
,241664,,9128,850.0,26,118,0.9770000000000002,,,,,,,,,,
0.800000011920929,242000,1000.0,,,,,,1180,4.36433234640262e-05,0.07578125,0.0003,-3.8206146366894247,-0.012691489740973338,0.2,-0.026042765006422997,0.9657741747796535,0.008878577
0.800000011920929,243000,1000.0,,,,,,,,,,,,,,,
,243712,,9174,857.46,26,119,0.9670000000000002,,,,,,,,,,
0.800000011920929,244000,1000.0,,,,,,1190,1.1256624810133173e-06,0.15498046875,0.0003,-3.9251443982124328,-0.007991524206590838,0.2,-0.026490001007914543,0.9969764803536236,0.012550838
0.800000011920929,245000,1000.0,,,,,,,,,,,,,,,
,245760,,9220,870.69,26,120,0.9650000000000002,,,,,,,,,,
0.800000011920929,246000,1000.0,,,,,,1200,1.3965740429705726e-07,0.160693359375,0.0003,-4.0221513248980045,-0.007037755692726933,0.2,-0.011984693817794323,0.9992500586085953,0.020089284
0.800000011920929,247000,1000.0,,,,,,,,,,,,,,,
,247808,,9266,875.97,26,121,0.9500000000000002,,,,,,,,,,
0.800000011920929,248000,1000.0,,,,,,1210,3.065107697169684e-06,0.15078125,0.0003,-4.152795627713203,-0.005209490313427522,0.2,0.0030379388481378555,0.9997508995584212,0.01788279
0.800000011920929,249000,1000.0,,,,,,,,,,,,,,,
,249856,,9311,885.91,26,122,0.9400000000000002,,,,,,,,,,
0.800000011920929,250000,1000.0,,,,,,1220,1.6992964151727602e-06,0.166455078125,0.0003,-4.19256692007184,-0.006571005887235515,0.2,-0.01872587576508522,0.9997413045202848,0.016017042
0.800000011920929,251000,1000.0,,,,,,,,,,,,,,,
,251904,,9357,898.15,26,123,0.93,,,,,,,,,,
