time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,train/policy_gradient_loss,train/n_updates,train/clip_range,train/clip_fraction,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss
20480,,,10,0.8099999999999999,983.65,25,812,,,,,,,,,,
21000,0.0,1000.0,,,,,,-0.03145474210032262,100,0.2,0.2015625,0.0003,-0.06519269198179245,0.0016828932790303951,0.019837495,0.6431576311588287,-6.425191795825958
22000,0.0,1000.0,,,,,,,,,,,,,,,
22528,,,11,0.8272727272727273,991.3181818181819,25,894,,,,,,,,,,
23000,0.0,1000.0,,,,,,-0.023243398623890243,110,0.2,0.17607421875,0.0003,-0.023925894871354103,0.002319868503127509,0.01884795,0.9200903624296188,-6.362220408022404
24000,0.0,1000.0,,,,,,,,,,,,,,,
24576,,,12,0.8166666666666668,1000.0,25,975,,,,,,,,,,
25000,0.0,1000.0,,,,,,-0.022920659967348912,120,0.2,0.1470703125,0.0003,-0.01772620901465416,0.0018119928747182712,0.013657356,0.6450580656528473,-6.39276551604271
26000,0.0,1000.0,,,,,,,,,,,,,,,
26624,,,13,0.8076923076923078,1000.0,25,1056,,,,,,,,,,
27000,0.0,1000.0,,,,,,-0.02714878681290429,130,0.2,0.21083984375,0.0003,-0.045458730310201645,0.0012125231338359298,0.019999627,0.889794684946537,-6.3893133968114855
28000,0.0,1000.0,,,,,,,,,,,,,,,
28672,,,14,0.8035714285714287,1000.0,25,1137,,,,,,,,,,
29000,0.0,1000.0,,,,,,-0.02777690390503267,140,0.2,0.18330078125,0.0003,-0.05140984058380127,0.0007172152605562587,0.014960035,0.8022085577249527,-6.371326039731502
30000,0.0,1000.0,,,,,,,,,,,,,,,
30720,,,15,0.7900000000000001,1000.0,25,1218,,,,,,,,,,
31000,0.0,1000.0,,,,,,-0.02696011734951753,150,0.2,0.175244140625,0.0003,-0.0836835503578186,0.0005246215187753478,0.016240487,0.8898627758026123,-6.371548593044281
32000,0.0,1000.0,,,,,,,,,,,,,,,
32768,,,16,0.78125,1000.0,25,1300,,,,,,,,,,
33000,0.0,1000.0,,,,,,-0.026229434271226638,160,0.2,0.191064453125,0.0003,-0.02588273584842682,0.0010150180995879055,0.016393375,0.8478228002786636,-6.316291625797748
34000,0.0,1000.0,,,,,,,,,,,,,,,
34816,,,17,0.7764705882352941,1000.0,25,1381,,,,,,,,,,
35000,0.0,1000.0,,,,,,-0.023851616424508393,170,0.2,0.1375,0.0003,-0.020893260836601257,0.0005854212254462254,0.013529874,0.860161080956459,-6.354546818137169
36000,0.0,1000.0,,,,,,,,,,,,,,,
36864,,,18,0.775,1000.0,25,1462,,,,,,,,,,
37000,0.0,1000.0,,,,,,-0.026324750771163963,180,0.2,0.14794921875,0.0003,-0.023927539587020874,0.0016707611477613682,0.013590911,0.8036194443702698,-6.341979660093784
38000,0.0,1000.0,,,,,,,,,,,,,,,
38912,,,19,0.7657894736842106,1000.0,25,1544,,,,,,,,,,
39000,0.0,1000.0,,,,,,-0.02649557462282246,190,0.2,0.18056640625,0.0003,-0.010639860294759274,0.0019402177701522306,0.01719841,0.7501143664121628,-6.3181203082203865
40000,0.0,1000.0,,,,,,,,,,,,,,,
40960,,,20,0.76,1000.0,25,1625,,,,,,,,,,
41000,0.0,1000.0,,,,,,-0.02312709705438465,200,0.2,0.185107421875,0.0003,-0.03447461128234863,0.0012978672315512086,0.01589159,0.8055116832256317,-6.282339833676815
42000,0.0,1000.0,,,,,,,,,,,,,,,
43000,0.0,1000.0,,,,,,,,,,,,,,,
43008,,,21,0.7534883720930232,1000.0,24,1733,,,,,,,,,,
44000,0.0,1000.0,,,,,,-0.027725860165082848,210,0.2,0.195068359375,0.0003,-0.06183047592639923,0.0019363259344572724,0.018671976,0.7510133981704712,-6.320698317885399
45000,0.0,1000.0,,,,,,,,,,,,,,,
45056,,,22,0.7444444444444445,1000.0,24,1814,,,,,,,,,,
46000,0.10000000149011612,1000.0,,,,,,-0.023646431823726742,220,0.2,0.20556640625,0.0003,-0.042924050241708755,0.00035410531220350097,0.018098446,0.8919997811317444,-6.310375821590424
47000,0.10000000149011612,1000.0,,,,,,,,,,,,,,,
47104,,,23,0.7425531914893618,1000.0,24,1896,,,,,,,,,,
48000,0.10000000149011612,1000.0,,,,,,-0.030263545209891163,230,0.2,0.190234375,0.0003,-0.036050960421562195,0.0008437895621682401,0.015638176,0.8990522250533104,-6.245135608315468
49000,0.10000000149011612,1000.0,,,,,,,,,,,,,,,
49152,,,24,0.7448979591836735,1000.0,24,1977,,,,,,,,,,
50000,0.10000000149011612,1000.0,,,,,,-0.027849398116813973,240,0.2,0.173583984375,0.0003,-0.031385909765958786,0.0006947747904405332,0.016739171,0.8898708745837212,-6.266935290396214
51000,0.10000000149011612,1000.0,,,,,,,,,,,,,,,
51200,,,25,0.7490196078431371,988.0196078431372,24,2059,,,,,,,,,,
52000,0.10000000149011612,1000.0,,,,,,-0.03460996094800066,250,0.2,0.229638671875,0.0003,-0.05239017680287361,0.0014181369227117102,0.018519249,0.7995733469724655,-6.213536851108074
53000,0.10000000149011612,1000.0,,,,,,,,,,,,,,,
53248,,,26,0.7566037735849057,1000.0,24,2141,,,,,,,,,,
