eval/mean_reward,eval/mean_ep_length,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,train/loss,train/entropy_loss,train/value_loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance
0.800000011920929,1000.0,153000,,,,,,,,,,,,,,,
,,153600,6199,0.9730000000000001,24,930.0,75,,,,,,,,,,
0.800000011920929,1000.0,154000,,,,,,-0.022435681894421577,-5.886480151116848,0.00015260497468059243,0.0003,0.2205078125,-0.014022548473440111,0.015011322,750,0.2,0.9518138617277145
0.800000011920929,1000.0,155000,,,,,,,,,,,,,,,
,,155648,6281,0.976,24,925.13,76,,,,,,,,,,
0.800000011920929,1000.0,156000,,,,,,0.0026848556008189917,-5.846912097930908,5.597932436316455e-05,0.0003,0.195458984375,-0.013878373528132214,0.012217164,760,0.2,0.9818082191050053
0.800000011920929,1000.0,157000,,,,,,,,,,,,,,,
,,157696,6364,0.995,24,921.41,77,,,,,,,,,,
0.800000011920929,1000.0,158000,,,,,,0.0016717133112251759,-5.795031444728375,0.00421009075460006,0.0003,0.1796875,-0.0032227485993644223,0.011908473,770,0.2,0.6645904183387756
0.800000011920929,1000.0,159000,,,,,,,,,,,,,,,
,,159744,6446,1.0020000000000002,24,931.91,78,,,,,,,,,,
0.800000011920929,1000.0,160000,,,,,,0.00487653911113739,-5.838186654448509,0.0021577815389854037,0.0003,0.222802734375,-0.0037562069308478387,0.01676905,780,0.2,0.5842821598052979
0.800000011920929,1000.0,161000,,,,,,,,,,,,,,,
,,161792,6529,1.008,24,926.64,79,,,,,,,,,,
0.800000011920929,1000.0,162000,,,,,,-0.014911053702235222,-5.702159561216831,0.0021549344442689743,0.0003,0.279052734375,-0.011694213445298373,0.02305087,790,0.2,0.7818313091993332
0.800000011920929,1000.0,163000,,,,,,,,,,,,,,,
,,163840,6612,1.0270000000000001,24,924.56,80,,,,,,,,,,
0.800000011920929,1000.0,164000,,,,,,0.015106340870261192,-5.684405748546124,0.004138241529494735,0.0003,0.155419921875,-0.0015670660766772925,0.01280519,800,0.2,0.6125165522098541
0.800000011920929,1000.0,165000,,,,,,,,,,,,,,,
,,165888,6695,1.0360000000000003,24,927.98,81,,,,,,,,,,
0.800000011920929,1000.0,166000,,,,,,0.0028788731433451176,-5.726827862858772,0.004209426636015224,0.0003,0.19970703125,-0.004466706290259026,0.013001772,810,0.2,0.5048151016235352
0.800000011920929,1000.0,167000,,,,,,,,,,,,,,,
,,167936,6779,1.0530000000000002,24,916.36,82,,,,,,,,,,
0.800000011920929,1000.0,168000,,,,,,-0.0026430930010974407,-5.611146976053715,0.002256492690494838,0.0003,0.196142578125,-0.005460547094116919,0.014384615,820,0.2,0.7396191656589508
0.800000011920929,1000.0,169000,,,,,,,,,,,,,,,
