time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/clip_fraction,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/loss
105000,1000.0,0.20000000298023224,,,,,,0.0003,0.257958984375,0.021614883,510,0.2,-5.665067206323147,0.9069275856018066,0.0007888411138083029,-0.024102532042888924,-0.012279045768082142
106000,1000.0,0.20000000298023224,,,,,,,,,,,,,,,
106496,,,24,993.04,52,4277,0.8400000000000002,,,,,,,,,,
107000,1000.0,0.20000000298023224,,,,,,0.0003,0.160888671875,0.013882105,520,0.2,-5.641955602169037,0.9485839009284973,0.00026637327089247266,-0.02400620584085118,-0.024455614387989044
108000,1000.0,0.20000000298023224,,,,,,,,,,,,,,,
108544,,,24,985.34,53,4358,0.8490000000000001,,,,,,,,,,
109000,1000.0,0.4000000059604645,,,,,,0.0003,0.229443359375,0.018157486,530,0.2,-5.5524511083960535,0.8623725920915604,0.0014427499767862173,-0.02278108067548601,-0.020804421976208687
110000,1000.0,0.4000000059604645,,,,,,,,,,,,,,,
110592,,,24,993.51,54,4440,0.8540000000000002,,,,,,,,,,
111000,1000.0,0.4000000059604645,,,,,,0.0003,0.092529296875,0.010362322,540,0.2,-5.549826738238335,0.9868864137679338,5.033280563893072e-05,-0.021952512694406325,-0.009090173058211803
112000,1000.0,0.4000000059604645,,,,,,,,,,,,,,,
112640,,,24,983.23,55,4522,0.8540000000000001,,,,,,,,,,
113000,1000.0,0.4000000059604645,,,,,,0.0003,0.193701171875,0.01606486,550,0.2,-5.535096451640129,0.8859866186976433,0.0010999232876429232,-0.01786115918948781,-0.026263654232025146
114000,1000.0,0.4000000059604645,,,,,,,,,,,,,,,
114688,,,24,983.38,56,4604,0.862,,,,,,,,,,
115000,1000.0,0.4000000059604645,,,,,,0.0003,0.262744140625,0.022118172,560,0.2,-5.558885841071605,0.7782976180315018,0.0017516209910809267,-0.021277214959263803,-0.03713547810912132
116000,1000.0,0.4000000059604645,,,,,,,,,,,,,,,
116736,,,24,993.64,57,4686,0.8679999999999999,,,,,,,,,,
117000,1000.0,0.4000000059604645,,,,,,0.0003,0.1568359375,0.012745602,570,0.2,-5.551584877073765,0.969971252605319,0.0001080050779165731,-0.018143052092636936,-0.040032751858234406
118000,1000.0,0.4000000059604645,,,,,,,,,,,,,,,
118784,,,24,986.89,58,4768,0.866,,,,,,,,,,
119000,1000.0,0.4000000059604645,,,,,,0.0003,0.218212890625,0.016593933,580,0.2,-5.565313985943794,0.9076490476727486,0.0007620858645736916,-0.01984016596688889,-0.004521468188613653
120000,1000.0,0.4000000059604645,,,,,,,,,,,,,,,
120832,,,24,976.63,59,4850,0.893,,,,,,,,,,
121000,1000.0,0.4000000059604645,,,,,,0.0003,0.18828125,0.016828645,590,0.2,-5.488007117807865,0.8200400471687317,0.0019909291904696147,-0.016019916732329876,-0.04113699868321419
122000,1000.0,0.4000000059604645,,,,,,,,,,,,,,,
122880,,,24,973.3,60,4932,0.904,,,,,,,,,,
123000,1000.0,0.4000000059604645,,,,,,0.0003,0.118408203125,0.011753695,600,0.2,-5.462397453188896,0.9097509458661079,0.000871594758723404,-0.012630117537628393,-0.028537997975945473
124000,1000.0,0.4000000059604645,,,,,,,,,,,,,,,
124928,,,24,972.6,61,5014,0.924,,,,,,,,,,
125000,1000.0,0.5000000074505806,,,,,,0.0003,0.2572265625,0.020255525,610,0.2,-5.504135568439961,0.7503715604543686,0.0024719208602164144,-0.01861838480690494,-0.02143663913011551
126000,1000.0,0.5000000074505806,,,,,,,,,,,,,,,
126976,,,24,955.88,62,5096,0.9430000000000003,,,,,,,,,,
127000,1000.0,0.5000000074505806,,,,,,0.0003,0.193994140625,0.015940778,620,0.2,-5.478843836486339,0.7630886882543564,0.0022054040478906244,-0.016432764395722187,-0.023701852187514305
128000,1000.0,0.5000000074505806,,,,,,,,,,,,,,,
129000,1000.0,0.5000000074505806,,,,,,,,,,,,,,,
129024,,,24,956.3,63,5205,0.9560000000000001,,,,,,,,,,
130000,1000.0,0.5000000074505806,,,,,,0.0003,0.181103515625,0.015850127,630,0.2,-5.440001358091831,0.6429263651371002,0.003935213490694878,-0.01450150495802518,-0.0008561338763684034
131000,1000.0,0.5000000074505806,,,,,,,,,,,,,,,
131072,,,24,948.84,64,5287,0.9690000000000002,,,,,,,,,,
132000,1000.0,0.5000000074505806,,,,,,0.0003,0.216796875,0.01618214,640,0.2,-5.397093005478382,0.5616519749164581,0.004179706064223865,-0.020607848394138272,-0.014107408002018929
133000,1000.0,0.5000000074505806,,,,,,,,,,,,,,,
133120,,,24,938.96,65,5369,0.9860000000000001,,,,,,,,,,
134000,1000.0,0.6000000089406967,,,,,,0.0003,0.2419921875,0.02189966,650,0.2,-5.403613872826099,0.5619020462036133,0.0037424621936224868,-0.01870847935497295,0.011499971151351929
135000,1000.0,0.6000000089406967,,,,,,,,,,,,,,,
135168,,,24,886.95,66,5452,1.0140000000000002,,,,,,,,,,
136000,1000.0,0.6000000089406967,,,,,,0.0003,0.21083984375,0.01520269,660,0.2,-5.318089234828949,0.7178796529769897,0.0030682917177728085,-0.017779878951841965,-0.040594521909952164
137000,1000.0,0.6000000089406967,,,,,,,,,,,,,,,
137216,,,24,837.92,67,5534,1.042,,,,,,,,,,
138000,1000.0,0.7000000104308128,,,,,,0.0003,0.191552734375,0.015707934,670,0.2,-5.277115973830223,0.7456889152526855,0.002964668154891115,-0.0144951966998633,-0.001860592165030539
139000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
139264,,,24,801.97,68,5616,1.07,,,,,,,,,,
140000,1000.0,0.6000000089406967,,,,,,0.0003,0.16923828125,0.01504693,680,0.2,-5.3260944306850435,0.6935370862483978,0.00294087142956414,-0.013539190447772853,-0.030627086758613586
141000,1000.0,0.6000000089406967,,,,,,,,,,,,,,,
141312,,,24,792.54,69,5698,1.082,,,,,,,,,,
142000,1000.0,0.7000000104308128,,,,,,0.0003,0.206640625,0.020237152,690,0.2,-5.370932403206825,0.6610558032989502,0.002758335809721757,-0.012975829539936968,0.0012778075179085135
143000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
143360,,,24,785.98,70,5780,1.094,,,,,,,,,,
144000,1000.0,0.7000000104308128,,,,,,0.0003,0.1822265625,0.015475809,700,0.2,-5.418452851474285,0.6463583707809448,0.002841756104271553,-0.010472443213802762,-0.0013815101701766253
145000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
145408,,,24,747.6,71,5862,1.112,,,,,,,,,,
146000,1000.0,0.6000000089406967,,,,,,0.0003,0.198681640625,0.01798778,710,0.2,-5.303387688100338,0.738052248954773,0.0029730992759141373,-0.013964554684935137,-0.018791627138853073
147000,1000.0,0.6000000089406967,,,,,,,,,,,,,,,
147456,,,24,733.56,72,5944,1.124,,,,,,,,,,
148000,1000.0,0.7000000104308128,,,,,,0.0003,0.2427734375,0.022813251,720,0.2,-5.348798562586308,0.780233770608902,0.00201782082410773,-0.01567607828619657,-0.024624699726700783
149000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
149504,,,24,734.44,73,6026,1.1420000000000001,,,,,,,,,,
150000,1000.0,0.7000000104308128,,,,,,0.0003,0.179296875,0.016363256,730,0.2,-5.420021776854992,0.5932527184486389,0.003688509884023006,-0.008678483139374294,0.007197908125817776
151000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
151552,,,24,721.25,74,6108,1.1590000000000003,,,,,,,,,,
152000,1000.0,0.7000000104308128,,,,,,0.0003,0.16171875,0.013089903,740,0.2,-5.4010173112154005,0.6643770337104797,0.0035326033408864532,-0.005512160433863755,-0.01576687954366207
153000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
153600,,,24,701.11,75,6190,1.1790000000000003,,,,,,,,,,
154000,1000.0,0.7000000104308128,,,,,,0.0003,0.149755859375,0.013031213,750,0.2,-5.277530781924725,0.6585960984230042,0.0032986722156238104,-0.00795107904705219,-0.02667080983519554
155000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
155648,,,24,676.48,76,6272,1.1840000000000002,,,,,,,,,,
156000,1000.0,0.7000000104308128,,,,,,0.0003,0.185791015625,0.012702174,760,0.2,-5.405698983371257,0.7512619346380234,0.002601533508709508,-0.014311710078618489,-0.02716439962387085
157000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
157696,,,24,634.08,77,6354,1.194,,,,,,,,,,
158000,1000.0,0.7000000104308128,,,,,,0.0003,0.218115234375,0.015194086,770,0.2,-5.31766564399004,0.6770167648792267,0.0041110203286734755,-0.009909745369805023,-0.012265692465007305
159000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
159744,,,24,625.98,78,6436,1.197,,,,,,,,,,
160000,1000.0,0.7000000104308128,,,,,,0.0003,0.17744140625,0.017003406,780,0.2,-5.176427198946476,0.861838310956955,0.0009741736752857833,-0.023981014630408026,-0.039248500019311905
161000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
161792,,,24,605.28,79,6518,1.207,,,,,,,,,,
162000,1000.0,0.7000000104308128,,,,,,0.0003,0.153466796875,0.013721787,790,0.2,-5.309988941252231,0.947012048214674,0.0002058935937498063,-0.01239608856558334,-0.004830417688935995
163000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
163840,,,24,599.65,80,6600,1.217,,,,,,,,,,
164000,1000.0,0.7000000104308128,,,,,,0.0003,0.202490234375,0.012307784,800,0.2,-5.359368120133877,0.6847584545612335,0.002152603176500634,-0.00678542805253528,0.009867310523986816
165000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
165888,,,24,588.3,81,6683,1.22,,,,,,,,,,
166000,1000.0,0.800000011920929,,,,,,0.0003,0.17548828125,0.012232472,810,0.2,-5.345572447776794,0.7131033837795258,0.002139456367507364,-0.006787722467561252,0.011865356005728245
167000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
167936,,,24,597.04,82,6767,1.228,,,,,,,,,,
168000,1000.0,0.800000011920929,,,,,,0.0003,0.225,0.012790101,820,0.2,-5.316291391849518,0.514197587966919,0.004136258955611538,-0.009516428105416707,0.0015611774288117886
169000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
169984,,,24,576.38,83,6850,1.2310000000000003,,,,,,,,,,
170000,1000.0,0.800000011920929,,,,,,0.0003,0.21083984375,0.01308378,830,0.2,-5.222311691939831,0.773122027516365,0.00217266809593184,-0.009647772766766139,0.0033951541408896446
171000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
172000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
172032,,,24,537.64,84,6964,1.2360000000000002,,,,,,,,,,
173000,1000.0,0.800000011920929,,,,,,0.0003,0.20888671875,0.014283739,840,0.2,-5.1193031266331674,0.6131432950496674,0.005530517249781042,-0.010959340931731277,-0.03158944472670555
174000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
174080,,,24,532.95,85,7049,1.2380000000000002,,,,,,,,,,
