eval/mean_ep_length,eval/mean_reward,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,train/explained_variance,train/loss,train/clip_fraction,train/approx_kl,train/entropy_loss,train/value_loss,train/learning_rate,train/clip_range,train/n_updates,train/policy_gradient_loss
1000.0,0.0,43000,,,,,,,,,,,,,,,
,,43008,1737,0.7069767441860465,21,1000.0,24,,,,,,,,,,
1000.0,0.0,44000,,,,,,0.7866368144750595,-0.01530245877802372,0.186572265625,0.014288854,-6.3413177445530895,0.001156632657875889,0.0003,0.2,210,-0.024129807055578566
1000.0,0.0,45000,,,,,,,,,,,,,,,
,,45056,1818,0.7022222222222222,22,1000.0,24,,,,,,,,,,
1000.0,0.0,46000,,,,,,0.8771239146590233,-0.0234992578625679,0.179296875,0.015214082,-6.250578565895557,0.0008001790926755348,0.0003,0.2,220,-0.01940664757566992
1000.0,0.0,47000,,,,,,,,,,,,,,,
,,47104,1899,0.7021276595744681,23,1000.0,24,,,,,,,,,,
1000.0,0.0,48000,,,,,,0.8980683535337448,-0.015366697683930397,0.183642578125,0.016066127,-6.260154838860035,0.00089627370089147,0.0003,0.2,230,-0.023194064866402186
1000.0,0.0,49000,,,,,,,,,,,,,,,
,,49152,1980,0.7000000000000001,24,1000.0,24,,,,,,,,,,
1000.0,0.0,50000,,,,,,0.9298788756132126,-0.025459574535489082,0.22763671875,0.020557987,-6.204575730860233,0.0005134068229835975,0.0003,0.2,240,-0.027342072551255113
1000.0,0.0,51000,,,,,,,,,,,,,,,
,,51200,2061,0.6960784313725492,25,1000.0,24,,,,,,,,,,
1000.0,0.0,52000,,,,,,0.8250279575586319,-0.02241489663720131,0.19326171875,0.016593885,-6.251217527687549,0.0009730296961606655,0.0003,0.2,250,-0.024354682824923656
1000.0,0.0,53000,,,,,,,,,,,,,,,
,,53248,2143,0.6962264150943397,26,1000.0,24,,,,,,,,,,
1000.0,0.0,54000,,,,,,0.8333911299705505,-0.03931807354092598,0.1810546875,0.015613603,-6.234860298037529,0.0005706880344632737,0.0003,0.2,260,-0.02570147972437553
1000.0,0.0,55000,,,,,,,,,,,,,,,
,,55296,2225,0.6927272727272727,27,1000.0,24,,,,,,,,,,
1000.0,0.0,56000,,,,,,0.7998613119125366,-0.03937746211886406,0.198779296875,0.01828432,-6.217819482088089,0.0012295983544845512,0.0003,0.2,270,-0.024543478121631778
1000.0,0.0,57000,,,,,,,,,,,,,,,
,,57344,2306,0.6894736842105262,28,1000.0,24,,,,,,,,,,
1000.0,0.0,58000,,,,,,0.8947868943214417,-0.03843818977475166,0.1716796875,0.014482347,-6.196027664840221,0.0007436146852342063,0.0003,0.2,280,-0.01817330794146983
1000.0,0.0,59000,,,,,,,,,,,,,,,
,,59392,2387,0.6915254237288135,29,1000.0,24,,,,,,,,,,
1000.0,0.0,60000,,,,,,0.8460954278707504,-0.031949251890182495,0.203564453125,0.017594066,-6.246837188303471,0.0007152961332849373,0.0003,0.2,290,-0.0269605350389611
1000.0,0.0,61000,,,,,,,,,,,,,,,
,,61440,2469,0.6852459016393442,30,1000.0,24,,,,,,,,,,
1000.0,0.0,62000,,,,,,0.924508698284626,-0.05203108862042427,0.221826171875,0.023821354,-6.181077842414379,0.00016798915991671491,0.0003,0.2,300,-0.027110663827625104
1000.0,0.0,63000,,,,,,,,,,,,,,,
,,63488,2550,0.6888888888888888,31,1000.0,24,,,,,,,,,,
1000.0,0.0,64000,,,,,,0.9094082489609718,-0.04184781014919281,0.16845703125,0.014805959,-6.162454316020012,0.0006431604157114635,0.0003,0.2,310,-0.02129713681351859
1000.0,0.0,65000,,,,,,,,,,,,,,,
,,65536,2631,0.6938461538461539,32,994.876923076923,24,,,,,,,,,,
1000.0,0.0,66000,,,,,,0.8160486370325089,-0.04334874451160431,0.191796875,0.016045395,-6.16178729981184,0.0006725350392116525,0.0003,0.2,320,-0.024469340297218877
1000.0,0.0,67000,,,,,,,,,,,,,,,
,,67584,2712,0.691044776119403,33,1000.0,24,,,,,,,,,,
1000.0,0.0,68000,,,,,,0.8665778338909149,-0.036538366228342056,0.2076171875,0.016531896,-6.1569324165582655,0.000806086950478857,0.0003,0.2,330,-0.02731617452809587
1000.0,0.0,69000,,,,,,,,,,,,,,,
,,69632,2793,0.6913043478260869,34,1000.0,24,,,,,,,,,,
1000.0,0.0,70000,,,,,,0.7785854190587997,-0.0027921823784708977,0.18544921875,0.017956542,-6.207557366788388,0.0008329893826612533,0.0003,0.2,340,-0.02433674290368799
1000.0,0.0,71000,,,,,,,,,,,,,,,
,,71680,2875,0.6901408450704225,35,1000.0,24,,,,,,,,,,
1000.0,0.0,72000,,,,,,0.892837718129158,-0.024250568822026253,0.203076171875,0.015059219,-6.127309858798981,0.0003161268420512897,0.0003,0.2,350,-0.02791813102958258
1000.0,0.0,73000,,,,,,,,,,,,,,,
,,73728,2956,0.6931506849315069,36,995.054794520548,24,,,,,,,,,,
1000.0,0.10000000149011612,74000,,,,,,0.6676375269889832,-0.049580298364162445,0.18212890625,0.016328603,-6.1913704633712765,0.000715484692273094,0.0003,0.2,360,-0.028482275028363802
1000.0,0.10000000149011612,75000,,,,,,,,,,,,,,,
,,75776,3037,0.7131578947368421,37,994.0657894736842,24,,,,,,,,,,
1000.0,0.10000000149011612,76000,,,,,,0.8599695265293121,-0.004368733614683151,0.197802734375,0.017053705,-6.191173312067986,0.0008133715668009245,0.0003,0.2,370,-0.028592990420293063
1000.0,0.10000000149011612,77000,,,,,,,,,,,,,,,
,,77824,3119,0.7194805194805195,38,1000.0,24,,,,,,,,,,
1000.0,0.10000000149011612,78000,,,,,,0.83711738884449,-0.0016657831147313118,0.234375,0.01925229,-6.080221112072468,0.0007532307588917319,0.0003,0.2,380,-0.02552167392859701
1000.0,0.10000000149011612,79000,,,,,,,,,,,,,,,
,,79872,3200,0.7177215189873418,39,1000.0,24,,,,,,,,,,
1000.0,0.10000000149011612,80000,,,,,,0.9038331285119057,-0.016900792717933655,0.18525390625,0.015797827,-6.100935916602611,0.0004094268827884662,0.0003,0.2,390,-0.023223696328932418
1000.0,0.10000000149011612,81000,,,,,,,,,,,,,,,
,,81920,3282,0.717283950617284,40,1000.0,24,,,,,,,,,,
1000.0,0.10000000149011612,82000,,,,,,0.9044301211833954,-0.06449024379253387,0.178076171875,0.015932094,-6.058801664412021,0.0005694426791251316,0.0003,0.2,400,-0.024187790468567984
1000.0,0.10000000149011612,83000,,,,,,,,,,,,,,,
,,83968,3363,0.7204819277108434,41,999.277108433735,24,,,,,,,,,,
1000.0,0.10000000149011612,84000,,,,,,0.9036739394068718,-0.043189872056245804,0.177392578125,0.015728327,-6.030032329261303,0.0006029284882970387,0.0003,0.2,410,-0.025892902619671077
1000.0,0.10000000149011612,85000,,,,,,,,,,,,,,,
1000.0,0.10000000149011612,86000,,,,,,,,,,,,,,,
,,86016,3471,0.7267441860465116,42,1000.0,24,,,,,,,,,,
1000.0,0.10000000149011612,87000,,,,,,0.7888417690992355,-0.03454102203249931,0.202880859375,0.017490003,-6.119717840850353,0.0006935310595054034,0.0003,0.2,420,-0.02729553455428686
1000.0,0.10000000149011612,88000,,,,,,,,,,,,,,,
,,88064,3553,0.7386363636363636,43,993.1818181818181,24,,,,,,,,,,
1000.0,0.10000000149011612,89000,,,,,,0.8044918328523636,-0.006227779667824507,0.169482421875,0.016325042,-6.0075817361474035,0.0013477739636982733,0.0003,0.2,430,-0.021840908064041285
1000.0,0.10000000149011612,90000,,,,,,,,,,,,,,,
,,90112,3634,0.7466666666666667,44,1000.0,24,,,,,,,,,,
1000.0,0.10000000149011612,91000,,,,,,0.8931825384497643,-0.03606355935335159,0.20419921875,0.019025594,-6.046158607304096,0.0005078513459011447,0.0003,0.2,440,-0.02526223882159684
1000.0,0.10000000149011612,92000,,,,,,,,,,,,,,,
,,92160,3716,0.7483870967741937,45,988.7741935483871,24,,,,,,,,,,
1000.0,0.10000000149011612,93000,,,,,,0.8723468780517578,-0.032916199415922165,0.197216796875,0.01735227,-5.9555762022733685,0.0005704675691958983,0.0003,0.2,450,-0.026688456689589656
1000.0,0.10000000149011612,94000,,,,,,,,,,,,,,,
,,94208,3797,0.7557894736842107,46,989.4736842105264,24,,,,,,,,,,
1000.0,0.10000000149011612,95000,,,,,,0.8150432407855988,-0.04470681771636009,0.181201171875,0.016174912,-6.083547852933407,0.0005496992645475984,0.0003,0.2,460,-0.024064059203374198
1000.0,0.10000000149011612,96000,,,,,,,,,,,,,,,
,,96256,3878,0.7556701030927835,47,989.6907216494845,24,,,,,,,,,,
1000.0,0.4000000059604645,97000,,,,,,0.8595820963382721,-0.033451810479164124,0.17646484375,0.014188172,-5.97316697537899,0.0004898934542779898,0.0003,0.2,470,-0.013941576809156687
1000.0,0.4000000059604645,98000,,,,,,,,,,,,,,,
,,98304,3960,0.7659999999999999,48,983.04,24,,,,,,,,,,
1000.0,0.4000000059604645,99000,,,,,,0.6835856437683105,0.014989408664405346,0.20283203125,0.017733086,-5.969358047842979,0.0011041873341582687,0.0003,0.2,480,-0.02737915444886312
1000.0,0.4000000059604645,100000,,,,,,,,,,,,,,,
,,100352,4041,0.7760000000000001,49,980.0,24,,,,,,,,,,
1000.0,0.4000000059604645,101000,,,,,,0.7394590675830841,-0.030797258019447327,0.178857421875,0.017006077,-5.902708365023136,0.0006926540493850553,0.0003,0.2,490,-0.025717768765753136
1000.0,0.4000000059604645,102000,,,,,,,,,,,,,,,
,,102400,4123,0.777,50,980.0,24,,,,,,,,,,
1000.0,0.4000000059604645,103000,,,,,,0.8631895184516907,-0.032543107867240906,0.19228515625,0.01789318,-5.925896279513836,0.00022055277063373068,0.0003,0.2,500,-0.018197096599033104
1000.0,0.4000000059604645,104000,,,,,,,,,,,,,,,
,,104448,4204,0.7819999999999999,51,980.0,24,,,,,,,,,,
1000.0,0.4000000059604645,105000,,,,,,0.8974806740880013,-0.039206184446811676,0.203271484375,0.019107642,-5.9585136622190475,0.0002721290576118918,0.0003,0.2,510,-0.02029162239341531
1000.0,0.4000000059604645,106000,,,,,,,,,,,,,,,
,,106496,4286,0.7909999999999999,52,980.0,24,,,,,,,,,,
1000.0,0.4000000059604645,107000,,,,,,0.7708112895488739,0.018313545733690262,0.161279296875,0.014254903,-5.93718142658472,0.0008658839076360891,0.0003,0.2,520,-0.01952680281829089
1000.0,0.4000000059604645,108000,,,,,,,,,,,,,,,
,,108544,4369,0.7940000000000002,53,974.15,24,,,,,,,,,,
1000.0,0.4000000059604645,109000,,,,,,0.7882811278104782,-0.04273584857583046,0.206298828125,0.016780885,-5.940887838602066,0.0009202765801092028,0.0003,0.2,530,-0.02105943613278214
1000.0,0.4000000059604645,110000,,,,,,,,,,,,,,,
,,110592,4450,0.804,54,969.33,24,,,,,,,,,,
1000.0,0.4000000059604645,111000,,,,,,0.8393236994743347,-0.05919046700000763,0.193310546875,0.016154446,-5.934196893870831,0.0007191619756667933,0.0003,0.2,540,-0.022650726124993525
1000.0,0.4000000059604645,112000,,,,,,,,,,,,,,,
,,112640,4532,0.8130000000000003,55,964.86,24,,,,,,,,,,
1000.0,0.4000000059604645,113000,,,,,,0.8565774410963058,-0.036881402134895325,0.202197265625,0.017474934,-5.925436332821846,0.0006200897438020548,0.0003,0.2,550,-0.025780183327151464
1000.0,0.4000000059604645,114000,,,,,,,,,,,,,,,
,,114688,4615,0.8330000000000001,56,956.2,24,,,,,,,,,,
1000.0,0.4000000059604645,115000,,,,,,0.7749755084514618,-0.002275759819895029,0.208056640625,0.016539238,-5.79153493642807,0.0016010290913982318,0.0003,0.2,560,-0.017670983949210496
1000.0,0.4000000059604645,116000,,,,,,,,,,,,,,,
,,116736,4697,0.8439999999999999,57,957.57,24,,,,,,,,,,
1000.0,0.4000000059604645,117000,,,,,,0.8016387522220612,0.024341069161891937,0.265234375,0.019730303,-5.830868658423424,0.0014637945811045937,0.0003,0.2,570,-0.017663860568427482
1000.0,0.4000000059604645,118000,,,,,,,,,,,,,,,
,,118784,4779,0.8660000000000001,58,957.24,24,,,,,,,,,,
1000.0,0.4000000059604645,119000,,,,,,0.6480932235717773,-0.017948145046830177,0.188134765625,0.017527472,-5.639821498095989,0.001795324758768402,0.0003,0.2,580,-0.022567422632710075
1000.0,0.4000000059604645,120000,,,,,,,,,,,,,,,
,,120832,4861,0.884,59,925.34,24,,,,,,,,,,
1000.0,0.5000000074505806,121000,,,,,,0.803613618016243,-0.04696118086576462,0.191455078125,0.015878271,-5.645014408230781,0.0016918643824283207,0.0003,0.2,590,-0.020053476927569137
1000.0,0.5000000074505806,122000,,,,,,,,,,,,,,,
,,122880,4943,0.9130000000000001,60,886.19,24,,,,,,,,,,
1000.0,0.5000000074505806,123000,,,,,,0.8038354963064194,-0.050233397632837296,0.18388671875,0.015845604,-5.545033816993237,0.002052283045122749,0.0003,0.2,600,-0.02094682913739234
1000.0,0.5000000074505806,124000,,,,,,,,,,,,,,,
,,124928,5025,0.9270000000000003,61,868.9,24,,,,,,,,,,
1000.0,0.5000000074505806,125000,,,,,,0.7778035998344421,-0.039344143122434616,0.20703125,0.016953293,-5.7934047549963,0.001566228789579327,0.0003,0.2,610,-0.02363992259488441
1000.0,0.5000000074505806,126000,,,,,,,,,,,,,,,
,,126976,5107,0.9510000000000002,62,843.76,24,,,,,,,,,,
1000.0,0.5000000074505806,127000,,,,,,0.7916097342967987,-0.012321099638938904,0.20576171875,0.017781073,-5.5702527403831485,0.0014499728336886618,0.0003,0.2,620,-0.017367951519554482
1000.0,0.5000000074505806,128000,,,,,,,,,,,,,,,
1000.0,0.5000000074505806,129000,,,,,,,,,,,,,,,
,,129024,5217,0.9790000000000002,63,818.58,24,,,,,,,,,,
1000.0,0.5000000074505806,130000,,,,,,0.6116196811199188,-0.024274742230772972,0.181982421875,0.01631396,-5.610931465029717,0.0022230654260056324,0.0003,0.2,630,-0.01910523002734408
1000.0,0.5000000074505806,131000,,,,,,,,,,,,,,,
,,131072,5299,1.0060000000000002,64,798.96,24,,,,,,,,,,
1000.0,0.5000000074505806,132000,,,,,,0.7891006618738174,-0.04180298373103142,0.19892578125,0.017580157,-5.52654621899128,0.001778227048453118,0.0003,0.2,640,-0.020354393334127963
1000.0,0.5000000074505806,133000,,,,,,,,,,,,,,,
,,133120,5381,1.0330000000000004,65,759.74,24,,,,,,,,,,
1000.0,0.4000000059604645,134000,,,,,,0.7637752294540405,-0.03856115788221359,0.185888671875,0.017393224,-5.489454747736454,0.0015734014935333107,0.0003,0.2,650,-0.02472188643005211
1000.0,0.4000000059604645,135000,,,,,,,,,,,,,,,
,,135168,5464,1.0590000000000004,66,709.05,24,,,,,,,,,,
1000.0,0.4000000059604645,136000,,,,,,0.789574459195137,-0.026108969002962112,0.205419921875,0.016168451,-5.422552511096001,0.0024617661840238723,0.0003,0.2,660,-0.016244659884250723
1000.0,0.4000000059604645,137000,,,,,,,,,,,,,,,
,,137216,5546,1.0850000000000002,67,667.83,24,,,,,,,,,,
1000.0,0.4000000059604645,138000,,,,,,0.6128447353839874,-0.006350336130708456,0.223388671875,0.017569099,-5.454003593325615,0.0032237848668955848,0.0003,0.2,670,-0.0221493552919128
1000.0,0.4000000059604645,139000,,,,,,,,,,,,,,,
,,139264,5628,1.1050000000000002,68,592.1,24,,,,,,,,,,
1000.0,0.4000000059604645,140000,,,,,,0.8219581693410873,-0.042109232395887375,0.214111328125,0.017420407,-5.352432261407375,0.0024255371666185967,0.0003,0.2,680,-0.020209673381759784
1000.0,0.4000000059604645,141000,,,,,,,,,,,,,,,
,,141312,5710,1.1110000000000004,69,522.12,24,,,,,,,,,,
1000.0,0.7000000104308128,142000,,,,,,0.7602254003286362,-3.5007367841899395e-05,0.23505859375,0.018088195,-5.360567228496075,0.0034234782349813033,0.0003,0.2,690,-0.02036842404777417
1000.0,0.7000000104308128,143000,,,,,,,,,,,,,,,
,,143360,5793,1.1200000000000003,70,412.26,24,,,,,,,,,,
1000.0,0.7000000104308128,144000,,,,,,0.858669325709343,-0.017750708386301994,0.209423828125,0.017217634,-5.164126633107662,0.0023562700966067497,0.0003,0.2,700,-0.024176941376936156
1000.0,0.7000000104308128,145000,,,,,,,,,,,,,,,
,,145408,5875,1.0930000000000004,71,294.93,24,,,,,,,,,,
1000.0,0.7000000104308128,146000,,,,,,0.8678538203239441,-0.028768686577677727,0.2345703125,0.019739361,-5.08447035998106,0.0021844958677320393,0.0003,0.2,710,-0.021793074801098555
1000.0,0.7000000104308128,147000,,,,,,,,,,,,,,,
,,147456,5957,1.0580000000000005,72,237.96,24,,,,,,,,,,
1000.0,0.7000000104308128,148000,,,,,,0.8198575675487518,-0.018507052212953568,0.199560546875,0.015974615,-5.028830693662167,0.0035222486755628777,0.0003,0.2,720,-0.013935268734348938
1000.0,0.7000000104308128,149000,,,,,,,,,,,,,,,
,,149504,6039,1.0110000000000006,73,158.09,24,,,,,,,,,,
1000.0,0.7000000104308128,150000,,,,,,0.8901082500815392,-0.018348047509789467,0.19541015625,0.016395662,-4.878876006603241,0.0023984690042198054,0.0003,0.2,730,-0.021239783198689112
1000.0,0.7000000104308128,151000,,,,,,,,,,,,,,,
,,151552,6121,0.9850000000000003,74,123.38,24,,,,,,,,,,
1000.0,0.800000011920929,152000,,,,,,0.8411899954080582,-0.014413525350391865,0.21279296875,0.017078081,-4.922188584506512,0.0033224845349650424,0.0003,0.2,740,-0.01623780693334993
1000.0,0.800000011920929,153000,,,,,,,,,,,,,,,
,,153600,6203,0.9780000000000002,75,110.3,24,,,,,,,,,,
1000.0,0.800000011920929,154000,,,,,,0.8314656019210815,0.006185228005051613,0.2060546875,0.014284005,-4.93462423235178,0.004095959462574683,0.0003,0.2,750,-0.01076038487663027
1000.0,0.800000011920929,155000,,,,,,,,,,,,,,,
,,155648,6285,0.9680000000000004,76,86.96,24,,,,,,,,,,
1000.0,0.800000011920929,156000,,,,,,0.8725421726703644,-0.01736389845609665,0.23173828125,0.01713863,-4.546304461359978,0.00440032284263907,0.0003,0.2,760,-0.018677025120996404
1000.0,0.800000011920929,157000,,,,,,,,,,,,,,,
,,157696,6367,0.9640000000000005,77,77.19,24,,,,,,,,,,
1000.0,0.800000011920929,158000,,,,,,0.8852625861763954,0.019138650968670845,0.18876953125,0.013441062,-4.465568083524704,0.0040305640985025095,0.0003,0.2,770,-0.008923810994019732
1000.0,0.800000011920929,159000,,,,,,,,,,,,,,,
,,159744,6450,0.9550000000000003,78,67.68,24,,,,,,,,,,
1000.0,0.800000011920929,160000,,,,,,0.9020567089319229,-0.0026834236923605204,0.198046875,0.018748665,-4.465979900956154,0.0036592083390246445,0.0003,0.2,780,-0.016815633745864034
1000.0,0.800000011920929,161000,,,,,,,,,,,,,,,
,,161792,6532,0.9550000000000004,79,68.98,24,,,,,,,,,,
1000.0,0.800000011920929,162000,,,,,,0.8601211607456207,-0.017772531136870384,0.24716796875,0.015993273,-4.6325557515025135,0.004448994140875584,0.0003,0.2,790,-0.015237771414103918
1000.0,0.800000011920929,163000,,,,,,,,,,,,,,,
,,163840,6615,0.9450000000000004,80,63.08,24,,,,,,,,,,
1000.0,0.800000011920929,164000,,,,,,0.9286881238222122,-0.03083989955484867,0.218505859375,0.019287387,-4.26586919054389,0.002495574161616787,0.0003,0.2,800,-0.01782689575920813
1000.0,0.800000011920929,165000,,,,,,,,,,,,,,,
,,165888,6698,0.9380000000000004,81,62.26,24,,,,,,,,,,
9.0,0.9000000134110451,166000,,,,,,0.9685712307691574,0.0015828680479899049,0.2396484375,0.027095806,-4.3599533781409265,0.0011635046519103299,0.0003,0.2,810,-0.016261970716004725
9.0,0.9000000134110451,167000,,,,,,,,,,,,,,,
,,167936,6724,0.9320000000000005,82,52.38,24,,,,,,,,,,
9.0,0.9000000134110451,168000,,,,,,0.8896828964352608,-0.009725915268063545,0.21123046875,0.017666642,-4.176464939862489,0.004746604517436026,0.0003,0.2,820,-0.008639380753447768
9.0,0.9000000134110451,169000,,,,,,,,,,,,,,,
,,169984,6749,0.9270000000000005,83,48.65,25,,,,,,,,,,
9.0,0.9000000134110451,170000,,,,,,0.9365610331296921,0.02677653357386589,0.16669921875,0.01437421,-4.245093270391226,0.0025402106443380033,0.0003,0.2,830,-0.013941562693798915
9.0,0.9000000134110451,171000,,,,,,,,,,,,,,,
9.0,0.9000000134110451,172000,,,,,,,,,,,,,,,
,,172032,6777,0.9270000000000005,84,41.0,25,,,,,,,,,,
9.0,0.9000000134110451,173000,,,,,,0.9080592170357704,0.012753098271787167,0.20908203125,0.01664762,-3.905511648952961,0.0045497149529637685,0.0003,0.2,840,-0.011163652158575132
9.0,0.9000000134110451,174000,,,,,,,,,,,,,,,
,,174080,6802,0.9310000000000004,85,34.97,25,,,,,,,,,,
9.0,0.9000000134110451,175000,,,,,,0.9436752125620842,-0.005945122800767422,0.234033203125,0.018236965,-3.5937562376260757,0.0020533618249146458,0.0003,0.2,850,-0.01949474090069998
9.0,0.9000000134110451,176000,,,,,,,,,,,,,,,
,,176128,6828,0.9230000000000004,86,27.37,25,,,,,,,,,,
