time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/policy_gradient_loss,train/loss,train/value_loss,train/learning_rate,train/explained_variance,train/approx_kl,train/entropy_loss,train/clip_fraction,train/n_updates
172000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
172032,,,6933,84,24,809.72,1.1740000000000002,,,,,,,,,,
173000,0.800000011920929,1000.0,,,,,,0.2,-0.009182461985619738,-0.01221955195069313,0.0061719946632592835,0.0003,0.6667660176753998,0.01602189,-4.23231760263443,0.1990234375,840
174000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
174080,,,7018,85,24,777.62,1.1870000000000003,,,,,,,,,,
175000,0.800000011920929,1000.0,,,,,,0.2,-0.004363864712649957,0.030100017786026,0.004329137007960071,0.0003,0.6875086426734924,0.013090686,-4.1605334363877775,0.15400390625,850
176000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
176128,,,7102,86,24,738.43,1.1990000000000003,,,,,,,,,,
177000,0.800000011920929,1000.0,,,,,,0.2,-0.006778712011873722,-0.01524081826210022,0.004187558546527725,0.0003,0.7155546545982361,0.0122647295,-3.970701579004526,0.20068359375,860
178000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
178176,,,7187,87,24,722.67,1.212,,,,,,,,,,
179000,0.800000011920929,1000.0,,,,,,0.2,-0.01349811234686058,-0.014515205286443233,0.002391920351743693,0.0003,0.7385028302669525,0.019062497,-4.049709414690733,0.1677734375,870
180000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
180224,,,7271,88,24,723.57,1.233,,,,,,,,,,
181000,0.800000011920929,1000.0,,,,,,0.2,-0.005739737756084651,0.005754833575338125,0.0045698943417278315,0.0003,0.6069655120372772,0.012250472,-3.938842813670635,0.1642578125,880
182000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
182272,,,7356,89,24,719.51,1.237,,,,,,,,,,
183000,0.800000011920929,1000.0,,,,,,0.2,-0.004460727967671119,0.004796819295734167,0.00428116820951061,0.0003,0.5805561244487762,0.01064156,-3.9121060237288474,0.139013671875,890
184000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
184320,,,7440,90,24,721.27,1.251,,,,,,,,,,
185000,0.800000011920929,1000.0,,,,,,0.2,-0.007592585630482063,-0.012231649830937386,0.0022646578206035883,0.0003,0.718862384557724,0.015235757,-3.900427807122469,0.204150390625,900
186000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
186368,,,7523,91,24,687.49,1.2640000000000002,,,,,,,,,,
187000,0.800000011920929,1000.0,,,,,,0.2,-0.002033498726086691,-0.0261795986443758,0.0045799167632594616,0.0003,0.6236368715763092,0.013140192,-3.785040398687124,0.134814453125,910
188000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
188416,,,7607,92,24,660.02,1.2680000000000002,,,,,,,,,,
189000,0.800000011920929,1000.0,,,,,,0.2,-0.001848324664751999,-0.014725709334015846,0.004692319768719244,0.0003,0.6697027385234833,0.007455458,-3.7114090770483017,0.094482421875,920
190000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
190464,,,7687,93,24,589.04,1.2450000000000003,,,,,,,,,,
191000,0.800000011920929,1000.0,,,,,,0.2,-0.0033515388291561975,0.013672352768480778,0.004577711331944556,0.0003,0.7270089685916901,0.01069659,-3.6367787905037403,0.144287109375,930
192000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
192512,,,7761,94,24,547.58,1.2400000000000002,,,,,,,,,,
193000,0.800000011920929,1000.0,,,,,,0.2,-0.00476653449004516,0.011621970683336258,0.004651028462126306,0.0003,0.6687407195568085,0.008680279,-3.642533929646015,0.115771484375,940
194000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
194560,,,7836,95,24,501.77,1.221,,,,,,,,,,
195000,0.800000011920929,1000.0,,,,,,0.2,-0.004571419404237531,-0.004594761412590742,0.0047992467970743745,0.0003,0.7044050693511963,0.0096217245,-3.5891744010150433,0.1193359375,950
196000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
196608,,,7904,96,24,445.8,1.2010000000000003,,,,,,,,,,
197000,0.800000011920929,1000.0,,,,,,0.2,-0.0062263375759357585,-0.023337069898843765,0.004458919843159492,0.0003,0.7454994916915894,0.009411775,-3.5586012057960033,0.131298828125,960
198000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
198656,,,7959,97,24,421.83,1.1940000000000004,,,,,,,,,,
199000,0.800000011920929,1000.0,,,,,,0.2,-0.004594427236588672,-0.03619310259819031,0.0047960668216092016,0.0003,0.6173657774925232,0.013305876,-3.5005355045199393,0.147900390625,970
200000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
200704,,,8013,98,25,388.16,1.1740000000000002,,,,,,,,,,
201000,0.800000011920929,1000.0,,,,,,0.2,-0.007018150301882997,-0.00034798868000507355,0.0025169201165340382,0.0003,0.7776940613985062,0.010465275,-3.463062709569931,0.099609375,980
202000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
202752,,,8068,99,25,342.1,1.1520000000000004,,,,,,,,,,
203000,0.800000011920929,1000.0,,,,,,0.2,-0.0038268699834588917,0.0035648802295327187,0.004666499252539325,0.0003,0.7652431577444077,0.009758748,-3.3264259316027163,0.133154296875,990
204000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
204800,,,8122,100,25,317.22,1.1360000000000003,,,,,,,,,,
205000,0.800000011920929,1000.0,,,,,,0.2,-0.0023886887822300194,-0.011035542003810406,0.004734090755459874,0.0003,0.7140847444534302,0.010795736,-3.301682724058628,0.11162109375,1000
206000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
206848,,,8176,101,25,323.77,1.1310000000000004,,,,,,,,,,
207000,0.800000011920929,1000.0,,,,,,0.2,-0.005399174793274142,-0.022385193035006523,0.0025164449081927385,0.0003,0.7258073091506958,0.012590107,-3.2524143390357496,0.1392578125,1010
208000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
208896,,,8232,102,25,291.3,1.1130000000000002,,,,,,,,,,
209000,0.800000011920929,1000.0,,,,,,0.2,-0.0010256439069053157,0.0018802315462380648,0.004748982327851081,0.0003,0.7110891342163086,0.0071311314,-3.127674874663353,0.07998046875,1020
210000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
210944,,,8287,103,25,249.25,1.0900000000000003,,,,,,,,,,
211000,0.800000011920929,1000.0,,,,,,0.2,-0.002404858882073313,0.021246343851089478,0.004866358875005972,0.0003,0.7291177213191986,0.00742409,-3.051890055835247,0.080126953125,1030
212000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
212992,,,8343,104,25,242.78,1.0820000000000003,,,,,,,,,,
213000,0.800000011920929,1000.0,,,,,,0.2,-0.003352548403199762,0.0006214001914486289,0.004641082444345556,0.0003,0.6717327535152435,0.009350443,-3.0094907388091086,0.098583984375,1040
214000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
215000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
215040,,,8417,105,25,238.61,1.0740000000000003,,,,,,,,,,
216000,0.800000011920929,1000.0,,,,,,0.2,-0.0012626886076759548,0.0045378501527011395,0.006152102114094759,0.0003,0.6766744554042816,0.0092956675,-2.917167187482119,0.083154296875,1050
217000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
217088,,,8472,106,25,234.91,1.0740000000000003,,,,,,,,,,
218000,0.800000011920929,1000.0,,,,,,0.2,-0.001815392792923376,-0.021412264555692673,0.004798978825760969,0.0003,0.665642648935318,0.008219369,-2.852007307857275,0.107421875,1060
219000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
219136,,,8527,107,25,240.41,1.082,,,,,,,,,,
220000,0.800000011920929,1000.0,,,,,,0.2,-0.005533671061857604,-0.02357649803161621,0.004735118002508898,0.0003,0.6352961659431458,0.017190766,-2.785343376547098,0.18984375,1070
221000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
221184,,,8580,108,25,244.76,1.0900000000000003,,,,,,,,,,
222000,0.800000011920929,1000.0,,,,,,0.2,-0.00277167588355951,0.013372660614550114,0.004639080096802672,0.0003,0.6426728069782257,0.013961898,-2.7193865939974784,0.1259765625,1080
223000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
223232,,,8634,109,25,261.03,1.0980000000000003,,,,,,,,,,
224000,0.800000011920929,1000.0,,,,,,0.2,-0.004191112525586504,0.021528830751776695,0.00463663638917069,0.0003,0.39552515745162964,0.014535216,-2.6268051669001578,0.161328125,1090
225000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
225280,,,8688,110,25,262.09,1.1060000000000003,,,,,,,,,,
226000,0.800000011920929,1000.0,,,,,,0.2,-0.00023158796539064498,0.005639838520437479,0.0046828408671444775,0.0003,0.6521381735801697,0.011304811,-2.489513421803713,0.05986328125,1100
227000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
227328,,,8742,111,26,269.02,1.1110000000000002,,,,,,,,,,
228000,0.800000011920929,1000.0,,,,,,0.2,-0.002488335210364312,-0.010954905301332474,0.004791220209585845,0.0003,0.5624894797801971,0.008590108,-2.388413270562887,0.118212890625,1110
229000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
229376,,,8797,112,26,282.5,1.118,,,,,,,,,,
230000,0.800000011920929,1000.0,,,,,,0.2,-0.003425868196063675,0.006341881118714809,0.0024273124019003945,0.0003,0.5415891110897064,0.015684618,-2.252382779121399,0.156591796875,1120
231000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
231424,,,8851,113,26,303.57,1.1170000000000002,,,,,,,,,,
232000,0.800000011920929,1000.0,,,,,,0.2,-0.001160668028751388,-0.00936105102300644,0.0024474338862432886,0.0003,0.6801160871982574,0.015162343,-2.0760679859668016,0.179833984375,1130
233000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
233472,,,8906,114,26,315.74,1.124,,,,,,,,,,
234000,0.800000011920929,1000.0,,,,,,0.2,-0.005616911922697909,0.005347143858671188,0.0024392295679184885,0.0003,0.4561130404472351,0.0212837,-1.8972121357917786,0.274365234375,1140
235000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
235520,,,8961,115,26,328.57,1.1230000000000002,,,,,,,,,,
236000,0.800000011920929,1000.0,,,,,,0.2,-0.004225789426709525,-0.004329078830778599,0.0023797519688187664,0.0003,0.5717945992946625,0.009318788,-1.8253694053739309,0.158984375,1150
237000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
237568,,,9015,116,26,347.23,1.121,,,,,,,,,,
238000,0.800000011920929,1000.0,,,,,,0.2,0.0019071921851718798,-0.01823868788778782,1.7605546466992193e-05,0.0003,0.99176274985075,0.030245159,-2.0219918191432953,0.195703125,1160
239000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
239616,,,9062,117,26,366.31,1.119,,,,,,,,,,
240000,0.800000011920929,1000.0,,,,,,0.2,-0.0040838399247149935,-0.02668215148150921,2.9974475043914593e-05,0.0003,0.9904598034918308,0.014135167,-1.915483021363616,0.1427734375,1170
241000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
241664,,,9108,118,26,380.35,1.126,,,,,,,,,,
242000,0.800000011920929,1000.0,,,,,,0.2,-0.00427835070877336,-0.016342895105481148,0.002517525138705423,0.0003,0.47324472665786743,0.025920842,-1.565556923300028,0.288671875,1180
243000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
243712,,,9155,119,26,399.32,1.1250000000000002,,,,,,,,,,
244000,0.800000011920929,1000.0,,,,,,0.2,0.00017852415330708027,-0.009702377021312714,0.0024808557955473985,0.0003,0.5403318107128143,0.012207285,-1.3248079054057598,0.14912109375,1190
245000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
245760,,,9201,120,26,415.11,1.123,,,,,,,,,,
246000,0.800000011920929,1000.0,,,,,,0.2,-0.0025631704265833832,0.001163206179626286,4.406861398664752e-06,0.0003,0.997929145116359,0.046314754,-1.6884840670973063,0.229443359375,1200
247000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
247808,,,9248,121,26,430.76,1.121,,,,,,,,,,
248000,0.800000011920929,1000.0,,,,,,0.2,0.0005835014977492392,0.12288102507591248,2.7877302611334365e-06,0.0003,0.9987207548692822,0.030886345,-2.002063911408186,0.182470703125,1210
249000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
249856,,,9295,122,26,442.77,1.12,,,,,,,,,,
250000,0.800000011920929,1000.0,,,,,,0.2,0.00023162993020378053,-0.006766838487237692,0.0025194559259858807,0.0003,0.6364766359329224,0.011680666,-2.015517474338412,0.109130859375,1220
251000,0.800000011920929,1000.0,,,,,,,,,,,,,,,
251904,,,9341,123,26,452.98,1.1280000000000003,,,,,,,,,,
