eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss,train/value_loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss
1000.0,1000,0.0,,,,,,,,,,,,,,,
1000.0,2000,0.0,,,,,,,,,,,,,,,
,2048,,84,1000.0,1,0.5,24,,,,,,,,,,
1000.0,3000,0.0,,,,,,10,-0.026956990361213684,0.010794821464878623,0.7079386711120605,0.0003,0.136572265625,0.2,-0.022538878486375324,0.014672662,-6.541981135308743
1000.0,4000,0.0,,,,,,,,,,,,,,,
,4096,,82,1000.0,2,0.6000000000000001,49,,,,,,,,,,
1000.0,5000,0.0,,,,,,20,-0.04535101354122162,0.00800909516729007,0.7246465384960175,0.0003,0.125634765625,0.2,-0.021160602587042377,0.014424313,-6.529884360730648
1000.0,6000,0.0,,,,,,,,,,,,,,,
,6144,,82,1000.0,3,0.6166666666666668,74,,,,,,,,,,
1000.0,7000,0.0,,,,,,30,-0.03238510340452194,0.008195064841129352,0.5157993137836456,0.0003,0.16875,0.2,-0.021212612633826212,0.015978787,-6.52279791533947
1000.0,8000,0.0,,,,,,,,,,,,,,,
,8192,,81,1000.0,4,0.625,100,,,,,,,,,,
1000.0,9000,0.0,,,,,,40,-0.03468386456370354,0.0044343867042698545,0.7732691615819931,0.0003,0.164501953125,0.2,-0.02389686411479488,0.016792085,-6.497481670975685
1000.0,10000,0.0,,,,,,,,,,,,,,,
,10240,,81,1000.0,5,0.6,125,,,,,,,,,,
1000.0,11000,0.0,,,,,,50,-0.05779331922531128,0.0041968071522205715,0.8651814460754395,0.0003,0.17001953125,0.2,-0.023045752244070173,0.015875751,-6.497911351919174
1000.0,12000,0.0,,,,,,,,,,,,,,,
,12288,,81,1000.0,6,0.6166666666666667,150,,,,,,,,,,
1000.0,13000,0.0,,,,,,60,-0.03268704563379288,0.0010221586295756425,0.7583793252706528,0.0003,0.217431640625,0.2,-0.03031569601444062,0.018297777,-6.477014911174774
1000.0,14000,0.0,,,,,,,,,,,,,,,
,14336,,81,1000.0,7,0.6214285714285713,176,,,,,,,,,,
1000.0,15000,0.0,,,,,,70,-0.002117812167853117,0.004110656913326238,0.9147602468729019,0.0003,0.204931640625,0.2,-0.025881202501477674,0.020487146,-6.4743902564048765
1000.0,16000,0.0,,,,,,,,,,,,,,,
,16384,,81,1000.0,8,0.64375,201,,,,,,,,,,
1000.0,17000,0.0,,,,,,80,-0.014927271753549576,0.0028298551323132416,0.660063773393631,0.0003,0.147314453125,0.2,-0.02113061093259603,0.012842206,-6.471803037822246
1000.0,18000,0.0,,,,,,,,,,,,,,,
,18432,,81,1000.0,9,0.6444444444444444,226,,,,,,,,,,
1000.0,19000,0.0,,,,,,90,-0.05390011891722679,0.0016395663026742113,0.8754847571253777,0.0003,0.200341796875,0.2,-0.02807515386666637,0.020890277,-6.452113665640354
1000.0,20000,0.0,,,,,,,,,,,,,,,
,20480,,81,1000.0,10,0.6449999999999999,252,,,,,,,,,,
1000.0,21000,0.0,,,,,,100,-0.0429510734975338,0.0018095799692673608,0.7590138614177704,0.0003,0.17587890625,0.2,-0.0254604552523233,0.016201474,-6.439317612349987
1000.0,22000,0.0,,,,,,,,,,,,,,,
,22528,,81,1000.0,11,0.6454545454545454,277,,,,,,,,,,
1000.0,23000,0.0,,,,,,110,-0.06519193947315216,0.0015263256371781607,0.8870945647358894,0.0003,0.188427734375,0.2,-0.02859565005346667,0.023299154,-6.449045191705227
1000.0,24000,0.0,,,,,,,,,,,,,,,
,24576,,81,1000.0,12,0.6375000000000001,302,,,,,,,,,,
1000.0,25000,0.0,,,,,,120,-0.04578350484371185,0.0020611232843293693,0.8795622140169144,0.0003,0.175439453125,0.2,-0.02645059932838194,0.016480967,-6.423706005513668
1000.0,26000,0.0,,,,,,,,,,,,,,,
,26624,,81,1000.0,13,0.6423076923076922,328,,,,,,,,,,
1000.0,27000,0.0,,,,,,130,-0.035827912390232086,0.0012114990300915451,0.8419449925422668,0.0003,0.202783203125,0.2,-0.029089968488551676,0.01903725,-6.379867930710316
1000.0,28000,0.0,,,,,,,,,,,,,,,
,28672,,81,1000.0,14,0.6392857142857143,353,,,,,,,,,,
1000.0,29000,0.0,,,,,,140,-0.041532233357429504,0.0014489178618987352,0.8936168327927589,0.0003,0.201513671875,0.2,-0.026717875408940016,0.022806834,-6.372603248059749
1000.0,30000,0.0,,,,,,,,,,,,,,,
,30720,,81,997.4333333333333,15,0.6433333333333333,378,,,,,,,,,,
1000.0,31000,0.0,,,,,,150,-0.01673855260014534,0.002375821388341137,0.738560825586319,0.0003,0.162451171875,0.2,-0.022959179249301086,0.015529219,-6.381145803630352
1000.0,32000,0.0,,,,,,,,,,,,,,,
,32768,,81,1000.0,16,0.65,404,,,,,,,,,,
1000.0,33000,0.0,,,,,,160,-0.030807342380285263,0.002175368309690384,0.7170291543006897,0.0003,0.16982421875,0.2,-0.02562232916825451,0.015172619,-6.396147580444813
1000.0,34000,0.0,,,,,,,,,,,,,,,
,34816,,81,1000.0,17,0.6529411764705884,429,,,,,,,,,,
1000.0,35000,0.0,,,,,,170,-0.028500612825155258,0.0019322235997606186,0.8619027137756348,0.0003,0.191357421875,0.2,-0.030041359923779966,0.017412305,-6.399760907888412
1000.0,36000,0.0,,,,,,,,,,,,,,,
,36864,,81,1000.0,18,0.6472222222222224,454,,,,,,,,,,
1000.0,37000,0.0,,,,,,180,-0.058939747512340546,0.0023327707469434243,0.7747795730829239,0.0003,0.19765625,0.2,-0.03098712377832271,0.018197894,-6.401099902391434
1000.0,38000,0.0,,,,,,,,,,,,,,,
,38912,,81,1000.0,19,0.6526315789473686,480,,,,,,,,,,
1000.0,39000,0.0,,,,,,190,-0.03303704410791397,0.0011095728114923985,0.7887381911277771,0.0003,0.152783203125,0.2,-0.025200999251683242,0.015144678,-6.382759976387024
1000.0,40000,0.0,,,,,,,,,,,,,,,
,40960,,81,1000.0,20,0.6575,505,,,,,,,,,,
1000.0,41000,0.0,,,,,,200,-0.02890552207827568,0.001300868406360678,0.8613759279251099,0.0003,0.215771484375,0.2,-0.02951346877962351,0.022058617,-6.348984146118164
1000.0,42000,0.0,,,,,,,,,,,,,,,
1000.0,43000,0.0,,,,,,,,,,,,,,,
,43008,,79,1000.0,21,0.6627906976744186,540,,,,,,,,,,
1000.0,44000,0.10000000149011612,,,,,,210,-0.04916686192154884,0.0025616528034333895,0.8056047856807709,0.0003,0.149267578125,0.2,-0.02394903002132196,0.013742808,-6.337582004070282
1000.0,45000,0.10000000149011612,,,,,,,,,,,,,,,
,45056,,79,1000.0,22,0.6555555555555556,566,,,,,,,,,,
1000.0,46000,0.10000000149011612,,,,,,220,-0.054269399493932724,0.0017688410712253244,0.8385886996984482,0.0003,0.191455078125,0.2,-0.024581281247083097,0.018913181,-6.275650049746036
1000.0,47000,0.10000000149011612,,,,,,,,,,,,,,,
,47104,,79,1000.0,23,0.6553191489361703,591,,,,,,,,,,
1000.0,48000,0.10000000149011612,,,,,,230,-0.016097888350486755,0.000737989399090111,0.8508173376321793,0.0003,0.160498046875,0.2,-0.02117114765860606,0.0149070155,-6.302395407855511
1000.0,49000,0.10000000149011612,,,,,,,,,,,,,,,
,49152,,79,1000.0,24,0.6530612244897959,616,,,,,,,,,,
